entry,glucose,lb,glycerol + aa,acetate,fumarate,glucosamine,glycerol,pyruvate,chemostat µ=0.5,chemostat µ=0.35,chemostat µ=0.20,chemostat µ=0.12,stationary phase 1 day,stationary phase 3 days,osmotic-stress glucose,42°c glucose,ph6 glucose,xylose,mannose,galactose ,succinate,fructose
P24228,17.96,24.42,41.73,34.06,26.75,14.18,21.71,23.86,17.1,11.65,22.6,9.85,87.53,17.64,55.73,16.3,14.53,26.5,34.09,35.65,11.19,49.23
P23930,20.1,5.46,14.87,23.45,16.13,26.55,19.16,25.6,1.12,3.36,11.37,13.84,30.26,43.96,36.79,32.26,8.21,17.87,25.86,35.72,25.64,26.73
P0A6W3,14.94,18.65,30.72,24.05,37.79,6.82,31.34,32.2,7.56,12.72,24.23,18.37,12.94,26.17,60.57,28.28,9.13,2.79,17.3,28.38,43.91,2.93
P0A915,34.06,14.38,5.13,7.23,7.2,2.75,4.48,8.39,28.21,14.19,12.84,10.37,12.19,12.05,85.96,15.85,15.57,9.42,3.5,9.2,27.89,51.67
P19934,23.01,26.56,15.79,45.13,52.67,25.99,46.11,78.04,40.86,55.89,44.91,44.57,36.36,29.79,33.56,8.33,7.16,15.81,11.32,36.46,9.24,6.16
P0ADC3,15.05,4.33,27.26,14.16,5.42,5.54,14.86,33.3,13.26,9.94,34.02,8.76,17.53,80.62,6.68,23.44,40.67,26.18,89.02,59.5,9.78,42.51
P0AEH1,12.92,10.22,5.16,5.52,4.11,70.72,32.47,81.44,12.1,6.59,45.4,17.28,93.3,82.95,72.13,95.53,60.06,21.49,35.74,79.02,139.06,81.34
P75821,28.41,21.79,18.2,16.73,11.05,11.06,9.05,16.55,5.47,23.26,16.76,13.48,33.47,3.98,26.55,9.62,12.47,12.06,5.46,21.49,4.45,8.56
P76373,,,,,,,,,,,,,,,,,,,,,,
P76112,35.26,31.93,39.38,20.25,7.54,21.25,5.03,2.45,14.58,31.18,28.79,12.61,18.62,4.09,52.28,17.04,15.75,23,11.96,19.69,10.54,7.75
P0C079,17.86,5.33,10.16,25.11,24.5,14.45,8.24,16.69,2.88,18.47,36.15,8.71,44.47,31.59,92.3,32.6,11.89,30.53,52.72,30.34,31.51,20.01
P0A7Y4,25.88,2.65,69.28,20.4,32.07,18.47,26.1,24.44,21.55,17.99,32.54,37.23,16.13,12.4,23.03,28.78,13.11,13.23,23.15,5.17,7.1,15.81
P10442,5.4,12.1,20.52,66.16,10.69,69.82,14.1,11.23,16.46,9.27,19.37,47.57,86.61,27.31,20.69,63.66,83.73,29.68,19.13,30.76,22.35,1.79
P13458,64.04,10.38,15.52,51.26,15.53,22.67,2.68,30.13,16.24,11.52,55.46,7.93,115.51,3.52,17.98,30.99,22.21,12.42,61.35,21.23,38.99,77.91
P0A8G0,24.29,115.04,78.6,59.16,42.78,101.11,52.03,28.98,9,30.89,29.98,101.06,55.18,70.5,29.49,128.09,32.07,9.59,94.99,88.79,70.53,33.54
P0AEE8,,,,,,,,,,,,,,,,,,,,,,
P03007,19.39,53.57,9.13,12.68,26.69,53.27,30.75,31.4,11.24,36.93,22.25,8.75,80.51,52.17,4.45,26.62,29.76,27.66,50.8,41.06,35.92,32.55
P28632,34.95,64.99,80.15,34.59,123.33,124.87,164.95,86.55,39,73.91,117.68,108.78,6.63,23.48,59.62,138.72,35.17,81.12,10.82,19.61,18.91,24.23
P17888,,,,,,,,,,,,,,,,,,,,,,
P0AAZ4,38.16,64.41,21.99,24.11,39.35,52.63,25.81,8.91,24.38,13.74,58.93,12.95,115.3,159.4,79.96,42.73,135.54,115.93,15.04,37.68,8.02,26.07
P08394,,,,,,,,,,,,,,,,,,,,,,
P04993,,,,,,,,,,,,,,,,,,,,,,
P0A7H0,,,,,,,,,,,,,,,,,,,,,,
P45771,4.08,9.76,86.09,14.23,29.72,66.86,13.98,19.18,14.29,5.56,60.25,90.11,0.78,147.67,95.72,172.18,46.12,61.72,9.51,6.77,73.1,57.62
P05824,,,,,,,,,,,,,,,,,,,,,,
P30014,21.02,10.49,17.06,13.81,18.23,24.79,15.34,18.28,5.05,20.12,23.12,11.16,5.96,9.08,14.02,29.1,9.87,9.53,34.99,17.27,24.38,20.63
P0ADX9,12.24,6.13,24.72,4.44,9.7,2.34,6.29,13.29,13.02,13.57,10.86,7.13,88.12,31.69,23.78,27.1,23.51,9.27,7.95,13.07,1.43,7.48
P09184,,,,,,,,,,,,,,,,,,,,,,
P0AFC0,,,,,,,,,,,,,,,,,,,,,,
P0ACL0,17.38,8.78,8.7,27.07,28.54,28.25,13.23,11.87,14.21,38.28,28.55,28.42,14.72,13.38,25.58,73.33,19.49,6.86,4.46,17.02,21.98,6.36
P0ACN7,27.85,21.41,80.08,43.56,33.2,60.96,9.23,68.33,47.69,7.65,17.78,82.27,28.08,79.66,136.46,117.38,106.78,49.55,115.52,105.85,85.02,71.73
P06846,28.33,15.8,39.72,18.26,14.88,14.14,15.46,28.26,19.82,31.71,50.97,31.38,15.53,14.84,9.6,33.46,2.39,12.65,8.52,13.74,21.86,23.1
P0ACL2,14.25,15.17,13.84,16.72,27.45,20.99,13.07,25.42,9.45,15.06,13.39,17.02,26.55,101.06,71.42,138.28,31.35,16.28,9.19,63.41,4.97,11.28
P0AEM6,4.43,28.37,85.86,52.46,20.97,67.46,9.71,18.51,46.15,43.7,50.58,27.64,51.14,34.03,56.62,71.31,15.19,43.22,18.72,5.67,48.83,47.14
P25748,0.64,1.76,2.03,78.72,0.71,139.12,1.08,151.22,159.44,83.74,157.79,171.08,2.29,0.4,0.55,1.08,1.9,1.26,138.32,146.16,88.01,137.6
P0A9F6,5.75,6.35,34.67,42.14,13.33,15.98,41.08,53.84,16.75,4.41,13.24,24.22,36.61,27.09,51.89,10.2,13.09,13.9,28.8,14.82,21.93,17.86
P16528,75.5,41.6,71.1,59.22,17.23,39.26,20.27,32.62,64.79,93.22,34.57,51.72,9.09,79,38.18,73.37,23.21,75.44,41.14,71.1,19.35,73.1
P0A9F9,76.27,10.52,20.79,17.87,21.85,55.11,21.77,9.47,21.5,16.63,16.78,47.18,49.56,35.73,43.56,33.88,14.66,44.4,30.87,34.23,9.69,19.41
P0AFW8,19.58,5.18,3.04,4.63,9.3,1.93,5.96,13.42,12.75,6.75,8.2,9.45,3.88,22.99,12.92,14.51,12.46,16.7,10.62,5.7,2.37,12.26
P30864,12.29,15.94,10.46,24.22,13.83,35.81,22.46,20.45,18.23,11.13,55.23,7.84,16.75,21.07,52.07,2.2,14.88,12.82,22.67,14.64,34.23,9.96
P37671,7.39,19.66,4.19,6.41,11.22,9.86,6.96,13.78,14.05,19.55,15.18,8.73,53.43,23.79,9,78.99,19.93,19.97,12.46,16.3,9.18,16.13
P31475,12.05,11.77,11.32,18.55,7.7,9.32,8.39,8.11,18.96,10.94,12.73,15.41,22.95,33.71,20.34,34.61,15.17,21.17,22.87,26.04,24.44,30.01
P0ACK5,41.93,14.14,29.09,27.85,2.68,10.91,10.38,30.38,11.39,3.97,13.75,17.21,14.43,16.46,50.7,25.98,25.46,15.14,35.28,25.25,17.42,22.85
P0ACK8,16.42,7.68,16.36,15.33,8.45,3.72,23.97,33.21,17.97,11.28,23.47,30.16,88.47,65.53,133.89,117.19,12.41,55.58,27.94,34.75,17.27,37.35
P15082,70.27,25.33,55.37,17.28,46.53,101.04,14.13,16.99,29.6,61.83,20.19,10.33,28.86,32.62,40.52,103.39,70.89,42.66,18.38,51.65,46.77,65.89
P77721,13.42,16.14,9.66,17.64,25.63,11.22,22.16,10.98,18.44,23.35,21.35,16.88,16.22,13.06,31.56,20.26,23.53,22.08,42.27,48.86,26.75,14.97
P37338,,,,,,,,,,,,,,,,,,,,,,
P45544,6.97,23.33,62.09,9.28,31.89,10.13,10.12,7.96,30.28,19.25,5.69,12.98,8.37,54.56,11.33,58.96,60.5,6.94,12.4,53.04,0.78,15.57
P67430,,,,,,,,,,,,,,,,,,,,,,
P0AF63,,,,,,,,,,,,,,,,,,,,,,
P0A9U6,5.49,11.21,14.59,27.47,28.08,26.96,22.64,86.23,15.78,8.69,31.58,13.55,41.59,48.06,26.46,18.39,17.88,5.73,2.64,17.31,23.44,2.31
P0ACI3,42.04,75.37,13.39,56.58,21.3,54.34,57.23,20.09,44.29,55.94,29.63,18.54,70.08,49.23,56.5,65.13,93.59,13.57,60.42,48.19,35.32,70.66
P0ACM2,,,,,,,,,,,,,,,,,,,,,,
P37344,20.86,30.37,6.26,4.86,11.67,12.52,14.25,11.28,18.92,19.54,5.47,9.42,26.87,13.53,15.61,25.26,18.16,17.39,18.21,19.2,20.59,10.32
P0A9V5,,,,,,,,,,,,,,,,,,,,,,
P39356,8.7,32.36,25.45,47.24,11.46,2.42,15.63,62.68,38.93,10.05,15.78,20.29,4.46,27.19,63.41,64.05,14.93,42.12,8.34,25.82,6.08,16.63
P77559,,,,,,,,,,,,,,,,,,,,,,
Q46855,,,,,,,,,,,,,,,,,,,,,,
P0A9W6,23.96,12.06,23.08,12.28,10.03,26.75,5.04,9.81,14.72,38.43,48.72,30.05,79.54,8.38,63.75,51.66,4.53,13.94,31.32,26.59,28.26,12.21
P75959,12.91,5.15,11.81,18.01,12.56,15.83,11.65,92.11,12.68,5.14,13.24,8.92,7.1,17.1,25.76,5.88,8.13,5.99,7.66,7.14,16.73,5.05
P0A6R3,28.97,10.59,8.23,13.72,8.89,10.78,16.63,10.17,11.56,11.06,6.67,9.7,27.91,20.85,27.15,23.83,17.86,13.51,10.47,15.87,13.16,7.14
P0A7Y8,18.77,5.89,20.38,16.73,19.84,13.88,5.51,25.24,18.57,14.53,19.71,11.49,58.19,16.76,50.27,35.8,8.18,78.88,4.99,41.01,17.88,10.98
P0CG19,52.6,54.3,14.97,62.99,60.41,50.36,39.74,55.19,19.79,26.03,51.1,37.91,99.08,38.85,85.3,94.61,55.4,76.04,41.91,10.32,32.63,88.06
P0A7P5,14.18,8.67,1.62,7.31,18.07,4.87,6.65,9.28,10.08,6.38,8.42,7.68,26.12,4.64,4.06,10.33,2.4,2.01,13.87,15.09,12.63,5.69
P0A937,11.14,8.73,6.09,11.42,12.85,3.52,3.32,24.58,5.02,8.05,5.69,7.5,24.7,10.15,2.9,7.88,9.58,4.77,5.77,15.86,10.96,10.34
P0ACG8,34.04,17.2,44.22,61.27,53.89,83.12,49.36,50.22,17.69,42.16,40.37,8.46,12.29,5,25.48,48.74,26.01,3.03,11.67,14.87,22.39,61.58
P39380,,,,,,,,,,,,,,,,,,,,,,
P0A8N7,,,,,,,,,,,,,,,,,,,,,,
P32684,80.15,27.49,44.06,75.68,28.44,29.98,59.63,26.18,18.69,42.16,9.41,87.27,52.04,39.33,28.92,126.5,31.62,144.04,9.01,17.02,35.55,2.07
P0A7N1,,,,,,,,,,,,,,,,,,,,,,
P0AGK4,10.78,0.86,14.68,8.09,23.04,32.26,9.3,11.9,16.17,8.28,10.21,4.9,3.19,13.27,12.22,5.54,10.67,15.38,10.33,17.37,16.98,11.94
P46854,,,,,,,,,,,,,,,,,,,,,,
P39332,,,,,,,,,,,,,,,,,,,,,,
P33224,13.85,36.4,10.12,40.21,5.04,15.48,16.33,35.3,22.93,11.7,11.33,5.39,7.33,10.32,18.38,20.06,21.97,15.58,16.26,28.97,58.54,37.5
Q46822,43.14,15.65,24.46,45.43,20.05,38.33,17.07,46.92,34.6,41.12,47.12,22.46,60.12,52.57,70.12,49.47,11,25.14,40.67,24.33,50.7,31.26
P27247,7.39,6.66,14.14,14.23,4.47,6.77,4.95,14.9,11.36,11.48,21.13,14.05,17.61,51.6,24.64,22.83,15.32,23.95,14.98,1.24,42.45,13.33
P33368,23.21,20.53,22.44,4.58,21.7,3.74,17.21,10.41,51.24,7.89,6.5,9.68,7.91,33.59,9.32,28.26,24.51,42.76,43.57,18.78,29.21,29.27
P76407,54.61,34.86,10.2,11.9,26.82,9.45,31.75,9.05,21.84,3.03,9.82,16.85,12.4,20.89,36.45,54.15,10.01,15.65,12.24,10.93,29.78,28.7
P0A9V8,,,,,,,,,,,,,,,,,,,,,,
P31119,57.37,9.71,30.92,25.31,18.8,7.14,21.22,27.05,6.9,7.74,20.8,7.32,80.14,28.71,34.28,14.23,25.03,15.68,22.11,35.42,62.22,67.18
P0A6E9,24.78,31.17,14.97,29.25,38.91,44.72,37.08,43.56,25.98,8.83,54.66,31.17,52.91,32.72,96.8,22.6,6.79,61.05,24.32,45.26,39.72,10.49
P29680,84.06,4.87,90.4,56.89,52.05,36.44,67.01,84.5,56.46,21.8,128.07,77.62,73.54,3.93,113.34,34.96,6.71,3.89,36.51,12.62,35.01,5.68
P23871,9.61,6.62,28.06,39.36,38.85,13.78,49.23,62.02,44.76,5.07,17.56,64.37,34.96,72.06,67.05,55.44,170.54,33.86,59.64,27.26,21.44,88.76
P0A752,6.99,1.4,26.56,10.35,12.49,19.04,22.96,40.89,12.02,26.94,51.11,10.01,66.22,24.74,8.8,11.57,33.83,19.82,3.67,27.07,24.69,21
P0AFK2,26.52,10.98,8.03,25.48,35.96,6.91,14.78,22.07,12.42,14.23,18.69,3.09,3.05,19.71,79.81,9.38,10.22,24.65,6.69,43.71,17.57,1.44
P0AGG0,9.13,8.87,10.56,32.5,7.49,10.84,12.31,9.21,21.31,5.06,16.01,4.75,26.31,17.37,23.73,52.09,8.36,18.13,21.69,23.74,16.03,14
P0A6I6,5.5,10.87,15.33,14.56,13.34,13.31,17.88,8.11,9.8,18.74,22.18,6.79,3.41,23.27,43.44,61.74,6.88,16.17,17.53,30.19,5.8,15.78
P26281,,,,,,,,,,,,,,,,,,,,,,
P65870,16.69,4.05,8.45,9.38,8.8,10.52,10.67,3.61,11.22,13.85,2.38,11.97,30.42,20.95,15.45,30.88,4.57,13.68,6.34,26.5,9.99,14.78
P76423,,,,,,,,,,,,,,,,,,,,,,
P25534,,,,,,,,,,,,,,,,,,,,,,
P0A731,9.82,5.89,8.77,6.47,11.9,14.79,4.86,55.71,2.15,19.41,8.26,11.28,34.19,5.15,13.76,30.43,32.56,30.05,20.2,24.1,10.77,24.81
P37351,29.78,15.36,36.15,7.48,9.58,2.86,16.95,15.68,13.92,16.54,68.48,6.71,28.57,41.58,28.92,57.78,81.15,72.86,46.67,18.45,8.23,39.31
P56580,52.15,127.22,76.85,87.02,57.01,93.24,163.51,85.61,165.16,165.91,107.66,167.64,121.16,77.68,162.29,86.14,166.82,164.9,96.72,163.37,1.08,1.03
P05804,33.8,82.22,83.18,17.28,48.07,127.15,82.16,18.53,82.49,11.34,43.06,14.56,83.9,76.1,56.49,78.1,84.99,80.5,22.25,66.15,63.65,59.71
Q6BF16,0.19,1.45,0.81,0.82,108.21,0.4,166.41,1.06,1.21,1,138.24,145.41,159.82,1.08,0.87,1.2,0.54,170.13,0.91,27.83,1.26,1.83
P31459,,,,,,,,,,,,,,,,,,,,,,
P78055,16.85,22.69,10.03,7.95,10.1,8.48,1.61,5.06,15.63,20.27,10.4,40.76,32.78,27.12,38.86,48.92,11.33,22.8,25.42,14.12,20.45,0.59
P0AB87,,,,,,,,,,,,,,,,,,,,,,
P30147,,,,,,,,,,,,,,,,,,,,,,
P77257,42.07,0.86,80.75,106.57,92.13,147.68,162.3,1.26,1.53,62.28,56.98,19.56,133.43,103.84,14.13,170.3,0.54,153.31,53.33,16.58,1.41,79.15
P02916,45.65,76.51,102.95,59.41,40.47,64.53,60.78,39.92,7.87,13.45,38.25,31.78,161.68,159.56,126.65,19.22,86.98,132.73,26.36,36.53,57.25,14.13
P69801,29.72,12.81,37.29,19.77,13.63,34.89,22.98,14.73,7.7,35.92,35.55,13.54,52.96,38.68,30.37,57.91,45.17,16.99,17.85,19.32,30.36,25.02
P0AEY8,,,,,,,,,,,,,,,,,,,,,,
P23200,30.2,23.58,27.87,20.19,36.86,73.54,33.23,18.59,18.14,10.28,16.47,13.73,75.87,107.15,46.45,92.02,63.88,47.22,6.28,10.77,18.13,65.25
P75906,98.85,46.99,42.66,62.95,36.92,58.88,22.64,32.09,10.92,18.45,8.35,11.03,59.91,62.46,22.32,95.61,25.24,36.99,32.07,28.27,22.08,44.34
P0AGI1,50.85,13.62,36.71,21.47,33.19,10.55,4.96,40.78,8.54,18.22,17.66,1.13,51.65,68.91,45.36,16.66,25.33,10.79,7.98,17.77,34.06,6.6
P36672,31.9,22.73,41.59,7.57,25.33,29.94,13.61,15.35,24.66,1.5,11.38,1.35,53.55,17.38,60.14,60.69,26.83,28.88,23.76,41.42,34.26,83.06
P76350,13.6,19.28,49.25,12.21,28.49,30.34,40.72,54.61,52.55,51.1,82.5,20.12,121.68,129.43,66.35,61.71,19.66,13.93,67.09,39.13,50.3,22.26
P69822,,,,,,,,,,,,,,,,,,,,,,
P0AGI4,172.42,166.26,140.98,163.48,1.2,163.71,87.17,59.26,60.09,172.02,171.57,111.67,171.49,109.29,58.97,131.6,128.63,35.4,25.44,158.93,59.7,48.48
P45424,,,,,,,,,,,,,,,,,,,,,,
P39363,,,,,,,,,,,,,,,,,,,,,,
P15723,26.22,34.76,71.61,40.74,9.23,8.19,19.25,32.85,9.59,0.31,17.16,10.31,12.77,18.45,164.76,12.25,9.17,2.59,8.82,11.06,29.23,35.09
P23331,13.79,13.01,21.57,13.11,12.79,14.93,15.44,4.44,4.92,4.73,69.68,10.13,86.54,161.61,60.92,68.62,1.71,5.54,16.15,82.93,12.7,4.59
P08337,,,,,,,,,,,,,,,,,,,,,,
P77554,35.02,55.05,49.23,17.06,41.54,7.38,17.54,30.94,54.18,18.7,14.01,32.19,54.09,11.89,16.55,57.92,9.93,6.47,20.03,5.09,10.26,16.32
P0AEI6,84.94,14.12,21.82,92.41,20.71,24.42,17.62,70.42,38.51,20.56,40.72,2.7,17.48,16.43,27.6,108.65,16.71,40.92,15.69,38.97,26.9,53.64
Q46925,3.5,31.57,69.7,66.03,70.68,49.31,35.41,36.01,31.6,36.17,36.76,14.02,70.12,50.96,33.59,112.95,9.87,22.68,23.42,12.66,28.91,132.53
P69908,16.82,12.89,37.05,23.47,4.13,5.76,13.87,7.98,28.93,14.28,5.25,7.49,2.94,8.96,16.07,49.82,19.12,40.94,11.12,6.27,7.14,41.61
P0A6T9,18.23,1.64,11.36,5.54,2.78,9.91,2.86,13.13,13.67,11.72,25.88,21.34,4.33,21.44,19.4,7.45,2.5,9.51,28.64,18.37,7.52,25.42
P0AC55,129.22,41.51,105.75,87.83,106.41,73.13,77.35,33.17,22.32,90.08,3.08,56.64,84.73,44.67,93.69,105.99,25.71,43.15,52.79,47.97,44.09,13.77
P24555,33.66,78.78,52.43,40.1,75.28,148.95,72.33,63.02,12.11,23.32,22.01,21.38,71.65,21.42,78.72,83.45,31.85,69.27,24.81,9.9,9.76,16.51
P16095,10.92,26.64,9.81,38.74,54.95,48.58,43.8,77.01,19.58,41.89,45.72,43.5,138.15,92.34,21.35,94.19,100.8,6.11,9.19,65.95,89.56,27.31
P23173,52.4,24.04,11.66,33.98,32.92,23.14,8.64,31.23,8.52,13.78,11.11,7.39,116.83,110.54,121.02,90.57,111.92,66.06,61.3,59.94,123.58,65.94
P52096,39.88,4.97,4.04,4.16,22.77,42.3,2.26,4.73,9.57,10.59,2.44,14.13,32.62,17.07,24.07,23.05,11.86,20.68,19.64,7.73,18.49,9.68
P05041,13.37,14.96,26.59,9.19,11.69,5.31,16.49,19.56,3.55,10.07,36.8,7.23,33.68,8.6,19.01,8.67,9.65,19.56,12.58,18.19,20.15,4.62
P00805,9,12.84,33.79,27.81,9.24,45.83,6.82,12.1,36.55,26.85,78.4,44.57,61.68,57.21,18.89,53.68,26.54,56.28,162.14,18.41,38.48,48.33
P19636,12.76,31.23,5.43,17.13,16.05,34.79,13.42,17.96,4.84,2.24,12.36,17.13,51.41,20.69,45.77,35.34,21.62,56.36,68.64,21.06,42.99,58.61
P52094,67.56,31.58,36.04,22.37,18.75,12.08,7.77,48.78,8.35,7.99,23.92,14.86,99.69,84.22,15.07,85.42,9.15,34.01,15.4,37.2,20.68,18.74
P33590,16.87,19.27,24.28,41.48,83.44,74.16,10.73,9.06,11.46,2.49,14.32,14.03,159.88,70.56,103.29,11.54,24.59,32.65,24.05,18.88,21.47,33.78
P16691,,,,,,,,,,,,,,,,,,,,,,
P14176,31.01,13.14,25.88,57.43,25.94,94.68,58.62,76.31,41.79,68.22,29.88,21.85,70.2,15.46,7.78,18.67,80.61,35.37,45.95,49.16,37.85,19.6
Q47622,10.17,6.84,12.11,24.44,21.5,22.73,18.84,12.52,23.49,2.09,9,16.8,25.2,46.68,41.48,29.21,30.61,30.52,6.41,29.22,17.86,11.92
P33913,,,,,,,,,,,,,,,,,,,,,,
P65807,,,,,,,,,,,,,,,,,,,,,,
P28305,,,,,,,,,,,,,,,,,,,,,,
P39359,,,,,,,,,,,,,,,,,,,,,,
P75798,19.98,11.81,26.48,34.51,14.53,3.89,9.04,20.31,5.7,17.88,15.42,11.08,13.07,15.34,27.34,18.55,8.2,21.57,2.04,7.75,9.03,10.77
P0AFH6,23.78,12.45,7.95,14.9,13.42,5.17,9.08,36.77,5.03,8.53,57.24,69.69,51.6,86.04,41.42,11,15.1,11.95,43.96,48.47,5.42,3.52
P77360,,,,,,,,,,,,,,,,,,,,,,
P76440,18.87,104.92,51.61,78.44,24.69,86.76,114.21,49.69,87.72,81.96,66.61,58.24,86.82,168.07,36.29,86.92,168,102.9,43.45,30.97,103.92,90.61
P0AEN4,16.93,6.59,57.46,26.7,11.21,49.26,14.18,2.3,20.45,6.54,34.08,42.78,91.27,111.26,134.11,170.25,98.6,120.12,9.06,39.7,35.7,57.06
P76055,24.55,7.45,23.42,19.17,24.95,34.64,16.18,31.59,11.45,66.9,18.67,42.95,16.91,28.35,47.46,53.25,52.99,69.77,22.29,51.41,21.44,8.53
Q47156,,,,,,,,,,,,,,,,,,,,,,
P76217,149.47,58.79,73.84,44.78,31.15,15.65,13.76,12.13,15.41,29.06,37.25,39.79,4.78,59.3,43.3,66.39,36.67,139.16,32.99,30.72,23.55,46.52
P17445,6.56,43.83,9.84,16.48,25.63,18.71,8.25,5.37,4.44,11.65,37.18,16.28,22.04,22.52,21.36,28.41,11.92,32.74,12.27,4.75,18.51,33.25
P0AEL0,69.27,79.65,156.67,94.91,0.89,62.25,123.48,64.95,94.42,119.73,93.1,73.12,84.31,133.86,156.84,94.71,0.76,83.65,0.76,166.89,26.04,47.59
P0ABY4,9.61,7.34,5.91,41.37,15.95,26.51,6.48,27.3,27.47,38.18,22.29,26.95,26.07,17.82,5.01,42.85,20.08,13.75,21.14,1.92,21.67,9.03
P0AEP9,17.89,18.56,15.32,11.44,27.36,5.82,11.26,35.48,9.31,7.98,29.96,10.94,70.35,18.26,18.39,41.9,20.7,10.08,11.61,6.32,8.52,12.1
P0A996,31.78,154.75,10.34,112.79,19.16,84.55,36.56,165.87,168.59,87.21,100.23,169.07,136.9,153.01,164.23,165.5,28.72,113.52,77.69,85.07,0.65,113.29
P21345,50.47,18.81,57.69,100.28,90.84,62.56,58.95,118.92,54.1,52.76,20.07,84.88,97.42,0.42,58.14,50.27,27.06,105.34,73.15,41.29,89.89,73.59
P03817,18.1,3.48,9.68,25.83,10.96,11.41,24.73,10.67,18.9,12.86,8.03,13.96,8.73,40.11,21.12,23.94,8.65,7.96,13.39,23.43,12.3,7.63
P65367,11.53,26,28.07,10.78,38.1,13.35,18.19,41.03,15.37,35.04,11.17,26.35,76.09,169.35,43.24,82.21,35.61,56.78,16.85,32.74,5.84,35.15
P26459,33.59,3.71,142.55,87.99,52.07,157.84,55.09,63.29,50.92,87.64,76.2,29.15,7.39,37.6,41.27,87.4,17.17,19.32,53.83,82.45,91.13,39.39
P0ABJ3,40.8,16.7,36.49,49.95,8.85,2.66,28.89,45.83,18.22,38.65,28.24,23.6,12.03,31.13,30.95,20.69,2.58,28.97,29.01,52.42,47.6,14.06
Q46839,32.22,34.82,36.46,12.39,29.02,28.54,37.89,19.72,30.06,18.77,18.78,2.87,29.46,63.58,126.15,113.61,86.1,74.31,16.01,32.49,73.53,60.17
P52074,156.8,24.84,52.64,9.11,24.65,101.07,19.41,166.43,84.53,6.24,25.54,14,169.29,21,121.58,104.97,135.47,162.28,130.83,94.45,59.67,62.08
P69739,25.75,167.32,80.69,56.17,33.9,118.19,79.8,41,0.6,69.3,66.06,138.98,148.87,1.16,85.01,167.07,71.78,75.71,54.04,86.14,144.22,152.63
P16431,98.66,4.69,71.19,54.48,32.46,83.49,49.1,77.52,95.9,77.36,30.38,12.63,118.26,51.03,46.39,53.02,15.63,75.3,22.93,17.04,79.49,25.16
P33937,,,,,,,,,,,,,,,,,,,,,,
P77611,20.7,19.31,21.67,15.41,35.15,10.91,18.27,38.89,18.06,75.96,46.55,66.63,149.25,82.75,21.08,17.28,48.06,69.78,29.67,48.18,7.94,18.57
P77285,19.61,5.93,31.78,14.92,12.5,5.35,18.48,12.82,9.86,17.97,9.74,37.61,18.1,13.86,7.94,27.24,4.17,2.45,29.64,14.11,9.17,14.67
P69054,15.1,7.6,13.76,14.27,8.36,7.91,5.24,25.76,10.94,6.55,10.32,7.06,49.91,9.17,27.65,23.86,19.2,10.56,12.19,21.72,8.24,5.11
P0AC44,21.11,22.67,12.18,13.88,17.76,9.13,9.48,18,3.8,20.14,15.33,13.44,82.09,10.89,60.08,19.41,20.41,10.27,11.08,16,4.98,15.02
P36560,143.1,0.57,0.84,1.25,1.49,1.56,0.71,0.3,105.01,1.4,155.16,143.81,155.58,0.86,0.3,124.18,45.22,0.59,70.69,1.25,0.74,11.2
P0AEC5,8.01,28.91,21.17,33.48,14.03,16.67,43.29,53.74,5.65,18.3,11.47,3.49,10.66,20.79,29.96,55.53,34.83,21.85,26.61,39.08,61.5,37.27
P37659,53.3,15.68,13.69,19.27,8.76,30.6,10.24,41.58,7.54,6.35,7.92,4.88,42.89,8.16,8.82,10.74,18.8,8.93,19.36,41.31,37.84,16.78
P0AB40,34.01,35.28,13.02,21.3,23.99,158.77,61.6,26.4,88.68,56.69,159.21,46.3,15.32,5.91,18.28,24.54,17.31,13.4,12.15,13.53,10.19,13.56
P77330,13.85,10.23,6.78,12.14,10.33,67.69,9.78,10.24,9.99,3.97,29.55,12.09,5.63,55.05,119.5,62.06,22.58,26.67,20.91,28.12,19.81,18.4
P0AE60,,,,,,,,,,,,,,,,,,,,,,
P64467,21.16,8.27,7.35,23.63,13.98,19.43,6.87,9.6,5.54,3.34,5.89,19.09,79.67,16.61,8.23,35.86,5.7,5.2,31.25,24.08,35.66,7.63
P23840,,,,,,,,,,,,,,,,,,,,,,
P08191,,,,,,,,,,,,,,,,,,,,,,
P0AC92,22.8,3.61,30.63,27.65,18.57,9.29,20.47,20.83,19.3,4.14,37.75,17.64,24.71,2.99,16.03,31.42,24.56,14.17,16.42,10.78,20.21,4.95
P0AES9,6.89,4.67,4.98,56.38,41.92,46.91,33.77,29.44,47.53,2.59,3.78,7,12.22,6.59,27.12,70.87,8.49,49.55,11.23,7.19,38.12,16.41
P0AAN1,,,,,,,,,,,,,,,,,,,,,,
P0AFM9,10.45,9.06,6.9,22.63,7.42,5.71,9.48,15.88,8.93,2.22,18.82,18.57,46.71,47.57,13.57,37.85,6.71,44.24,43.13,24.52,5.27,11.21
P68191,50.63,10.15,20.36,2.27,2.94,5.2,10.32,13.08,14.65,16.5,10.23,3.36,6.6,6.8,48.62,11.79,5.42,6.45,10.58,4.64,12.61,26.24
P0AAQ2,22.88,4.36,115.48,9.87,8.15,44.18,8.03,15.18,39.1,5.87,16.85,7.38,45,38.05,36.77,24.03,23.12,15.32,8.25,11.8,13.18,7.04
P37325,,,,,,,,,,,,,,,,,,,,,,
