,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
b1813,2.56237764424E-07,4.9523597938E-07,3.85721295758E-07,3.21140238867E-07,5.63370218916E-07,6.25443371891E-07,3.64230553683E-07
b1462,3.62823573949E-08,1.06055738419E-06,4.81104059056E-08,5.83476148178E-08,1.06931023083E-09,0.000000011,3.61467019908E-07
b0377,3.93517195595E-07,2.3988175378E-07,6.06900837064E-07,5.70288992198E-07,7.66903230528E-07,4.07761160101E-07,3.61375935175E-07
b0620,1.91252259062E-07,2.21635918348E-07,4.45722083029E-08,0.000000113,0,9.18410689659E-08,3.60791713638E-07
b1939,2.24412430312E-07,8.85052917082E-08,1.76914032189E-07,7.47936764398E-07,2.47575613292E-07,7.18707876218E-07,3.60338926132E-07
b0732,1.82180997934E-07,2.14438915938E-07,1.39749403886E-05,0.000000082,0,4.33050587241E-07,0.000000358
b3998,8.12888859852E-07,7.443742557E-07,3.06407978612E-07,4.99901283803E-07,2.19783198991E-07,4.12397506172E-07,3.56719403502E-07
b4481,4.17324205465E-07,2.78295259468E-07,3.95908348677E-07,5.32159864805E-07,6.68073230488E-07,0.000000455,3.55711508131E-07
b3835,4.74894963565E-08,3.51222053818E-07,0.000000285,2.6984848802E-07,1.81581203872E-07,1.08477299171E-07,3.53870728505E-07
b2805,3.23344743229E-07,9.15913194506E-07,0.000001492,1.76593106956E-06,1.86527720211E-07,5.71558233781E-07,3.5245752843E-07
b3222,4.44803414435E-07,6.01859488419E-07,9.46916947707E-07,6.89900895265E-07,1.21450778494E-06,6.76458451674E-07,3.50859381833E-07
b4305,3.28291496471E-07,4.55840683764E-07,2.9756711146E-07,4.05649471375E-07,3.70771316394E-07,2.11502307372E-07,3.50456545235E-07
b4398,2.37940520027E-09,4.13248370776E-07,2.88165004994E-07,2.86826481414E-07,1.14585241308E-07,8.9679597548E-08,3.49948506373E-07
b0232,7.49446973784E-08,1.86297459793E-07,1.74107019152E-07,1.19480171053E-07,0,1.60382485175E-07,3.48325502465E-07
b4018,3.14870271264E-07,5.72566342734E-08,6.54261149545E-07,4.35339698607E-07,1.94137973703E-07,2.27372187548E-07,3.45665852239E-07
b0399,9.07615857009E-07,6.04918484608E-07,7.28909424474E-07,8.01602863262E-07,3.34778507369E-07,8.15604813499E-07,3.45177242365E-07
b0192,1.1704367033E-06,6.01615774063E-07,3.93266732309E-07,4.84726311468E-07,5.2370891529E-07,0.000000688,3.39316743797E-07
b3652,5.22077747013E-09,2.5416863301E-07,4.73823841116E-07,3.43806653702E-07,7.79589068175E-09,7.45343553552E-09,3.38553938057E-07
b0443,3.57771646311E-06,0.000004296,1.63662354459E-06,1.99732594265E-06,0.00000059,2.37307482936E-06,3.37381787313E-07
b0545,1.95917070306E-06,1.37587522019E-06,6.84452116349E-07,5.97669080909E-07,0,1.51980435764E-06,3.36108469925E-07
b3882,4.82424171201E-08,1.69739895889E-07,1.82501063965E-07,8.52830911741E-07,0,1.32479660967E-07,3.3565850785E-07
b2808,5.28724202468E-07,3.20626529891E-07,4.79855986848E-07,4.53753365499E-07,3.87154195543E-07,0.000000471,0.000000334
b4353,1.95336573521E-08,2.79003061239E-08,1.24327822315E-06,0.000000018,0,1.3868228273E-08,3.33315180843E-07
b3152,1.3717297956E-06,4.92303353842E-07,3.89417028182E-07,3.38698863167E-07,0.000000362,8.0354860536E-07,3.2841072795E-07
b2717,0.000000793,0.000000468,5.75393876352E-07,5.63411705652E-07,4.49149516661E-07,0.000000483,3.27598701829E-07
b3099,2.84186143417E-07,4.91783581361E-07,3.19208636732E-07,5.7453581942E-07,2.72434382714E-07,1.23783362941E-07,3.25276164393E-07
b4187,2.22665086161E-06,2.23363876165E-06,3.19523019055E-07,5.39329060761E-07,3.28579027874E-07,1.00329547302E-06,3.19918085685E-07
b0050,5.67375756219E-07,5.95838578143E-07,0.000000446,3.60781031306E-07,2.43749536684E-07,3.13727980882E-07,3.19403729929E-07
b4020,2.57263062154E-08,9.36743671623E-08,1.48421830637E-07,4.09184696206E-07,1.19290649624E-07,1.76294997631E-07,3.19256976112E-07
b0365,2.5512901061E-07,2.3315080479E-07,0.000000458,4.10819532896E-07,0.000000395,2.56634999365E-07,3.13889341487E-07
b0966,1.6843153301E-07,2.52554011488E-07,3.30505580258E-07,8.98073943139E-10,0,6.77732545462E-08,3.12434865247E-07
b0777,2.08599744882E-07,2.25182472856E-07,5.84509361686E-07,7.92272249342E-07,0,5.70796997865E-07,3.09120537872E-07
b2957,2.31580777435E-07,1.20934196156E-07,2.55155029329E-07,0.000000229,7.51753111238E-08,7.11543061102E-08,3.07530550928E-07
b1814,0.00000001,0.000000367,2.39207568799E-07,2.26522318939E-07,6.65130599486E-08,6.96324708997E-08,3.06756358876E-07
b2471,6.00768980305E-08,3.89799703021E-07,7.55556798406E-08,1.62540525019E-07,5.42880729368E-07,8.25236349792E-07,3.03874873313E-07
b3105,1.93091628481E-07,1.99360110333E-07,2.06170368117E-07,3.58779849082E-07,3.26211780459E-07,0.000000192,3.02283584587E-07
b0567,2.94296418726E-07,3.60888632944E-07,1.45715113759E-07,2.04776411251E-07,0,1.95354498376E-07,2.92854672645E-07
b0508,2.6756054711E-09,8.35545056357E-09,8.2783233276E-09,7.27936980917E-09,0,3.43784191345E-09,2.9253129465E-07
b2802,2.97373272272E-07,2.88722238011E-06,0.000000616,6.24201427685E-07,3.10393599256E-07,0.00000064,2.92424344224E-07
b0859,0,3.85526151148E-08,0,0.000000036,0,1.47294044459E-08,2.9215047621E-07
b4241,6.71446994427E-07,2.82546481404E-07,4.51077147371E-07,3.39618947628E-07,4.90750446636E-07,5.76501173764E-07,0.00000029
b2242,7.72495891134E-07,6.26164406618E-07,2.54712963377E-07,0.000022305,9.02154676302E-07,1.41984908109E-06,2.89315042454E-07
b1023,3.87777769596E-07,6.65605980686E-07,3.81749587905E-07,5.23813789836E-07,8.38301459926E-07,3.44245000958E-07,0.000000288
b1071,8.11351197217E-07,2.55192052855E-07,3.75892464237E-07,9.35229444993E-07,6.26691356798E-07,9.98323685247E-07,0.000000288
b3478,1.09228232661E-07,1.73373519211E-07,1.39336511072E-07,0.000000114,3.29821711173E-07,1.76468279526E-07,2.87809771989E-07
b3362,0.000001575,9.67252584835E-08,0.000000112,2.06268472976E-07,1.8890493705E-07,2.94590690928E-07,2.87613786262E-07
b4377,8.34384391196E-08,0.000000285,0,1.62472724791E-07,0,1.70912407735E-07,2.8724116976E-07
b1341,1.177197628E-06,1.23479519154E-06,2.85171630245E-07,0.000001205,8.87607754749E-07,2.04845932133E-06,2.80661296217E-07
b3872,3.06687169669E-09,1.59130638384E-08,0.000000032,4.10774936345E-09,0,1.31352450575E-08,2.80657636086E-07
b1400,1.52363626142E-06,0.00000062,0.000000446,4.36130470068E-07,5.72052545233E-07,1.09675862461E-06,2.79597970126E-07
b2218,7.27520347373E-09,9.55371285152E-08,4.80202230351E-07,2.96391054651E-07,1.81060807173E-09,0,2.79292670445E-07
b4209,2.54384693013E-07,3.93593002843E-07,1.6828142329E-07,1.90659756501E-07,1.33246481702E-07,1.67916471883E-07,2.78194107605E-07
b1923,0.000001864,3.81562760174E-07,4.17115431474E-07,1.64060084293E-06,8.58061246845E-07,4.1378593536E-06,2.77202025955E-07
b3425,3.65894317071E-08,1.19747557257E-07,1.66346010664E-07,3.54660719617E-07,0.00000003,4.14752735234E-08,2.75308059614E-07
b1865,1.41459776671E-07,0.000000276,2.19099521953E-07,0.000000193,0,2.27494543135E-07,2.72899323958E-07
b1524,0,4.91285905457E-08,0,2.17201253996E-08,0,0.000000019,2.72572277901E-07
b0047,3.73565171445E-07,5.19138807246E-07,3.57523480281E-07,5.07845852672E-07,3.84944432168E-07,5.80481122565E-07,2.67873535449E-07
b2427,1.00139845542E-07,1.72652457102E-07,7.58791853284E-06,8.91799881724E-09,0,1.4357286778E-07,2.66937057555E-07
b2211,3.60187376254E-07,4.51133013043E-07,8.5362446062E-07,3.4023713218E-07,1.31950491905E-06,0.000000503,2.66108731259E-07
b1957,6.61477818341E-08,3.00701667548E-07,4.75862580598E-08,3.61774913879E-07,0,7.94563171082E-08,2.64115660036E-07
b2313,0.000000369,2.55436087644E-07,4.55585149692E-07,3.95586992721E-07,3.11419940006E-07,2.67180170857E-07,2.61756878242E-07
b2398,6.89284429508E-08,3.00823418878E-07,4.36770002218E-07,4.34942950893E-07,7.54653343793E-08,1.11140435146E-07,2.61203433084E-07
b4137,0.000002035,1.66428804925E-06,1.37850208453E-06,0.000001398,3.75653859082E-07,0.000000905,2.57594760669E-07
b0160,6.84163610001E-07,4.14442776607E-07,4.51807586184E-07,3.55408204219E-07,2.40263043203E-07,3.56724335919E-07,2.55675822161E-07
b2664,2.03709941376E-07,2.12141365717E-07,8.24945599469E-08,2.22451031823E-07,0,1.09181682667E-07,2.49736622993E-07
b3893,3.71559675982E-07,1.12682295739E-06,1.61897519507E-07,2.25867128007E-07,4.16403085152E-08,2.67272677912E-07,0.000000244
b4302,5.86430021868E-07,0.000000364,3.46232272778E-07,3.7436960624E-07,0,8.4941585596E-07,2.4382554421E-07
b2457,1.8419739305E-08,3.95852503534E-07,4.20182107787E-07,3.13092173566E-07,5.11528727691E-08,2.83814261672E-07,2.39826777488E-07
b2822,3.84322420593E-07,2.81895967312E-07,3.60488562998E-07,2.72606213844E-07,3.41703625241E-07,1.65859720302E-07,2.39710831358E-07
b3130,0.000000065,1.03409746925E-07,0.00000007,1.76443989286E-07,0,0.000000064,2.38284856653E-07
b2013,7.7208946291E-08,8.66912760896E-08,0.000002964,5.06898946074E-07,1.86539440234E-07,2.74948851939E-07,2.36275992863E-07
b4291,6.27493393339E-07,7.67207597393E-07,6.88657486205E-07,3.15498073764E-07,1.74055777669E-07,6.20708989045E-07,2.35833321292E-07
b0111,7.31391438577E-09,0.000000409,4.48059171969E-07,2.18577993672E-07,2.18429064764E-08,3.25781023726E-08,2.33919069568E-07
b0780,2.9862196126E-07,1.19078752943E-07,3.55715494033E-07,2.39358510103E-07,5.57394032419E-10,2.17426881483E-08,2.31216465392E-07
b1145,4.70821934802E-07,2.44317133696E-07,2.58108698636E-07,0.000000198,1.8472170775E-07,2.11928780984E-07,2.29876170025E-07
b1541,0.000000537,2.46273013953E-07,2.28182215436E-07,0.000000162,7.06315513078E-08,2.29763739285E-07,0.000000229
b1521,1.97174605258E-07,0.000000295,1.21349738072E-06,4.49211323784E-07,6.52217572559E-08,1.72104543953E-07,2.26268317627E-07
b1495,3.47625781349E-07,2.18775320111E-07,0.000000221,0.00000024,0,1.08834967698E-06,2.26217312577E-07
b1502,0,9.12112555675E-09,0,0.000000371,0,6.56753673809E-08,2.26150550776E-07
b2704,8.93621599453E-08,9.2268899621E-08,0.0000002,1.03461828941E-07,2.11467589559E-07,2.25488286103E-07,2.23938714258E-07
b0894,2.90221165865E-07,1.72065444221E-07,3.56630355195E-07,4.01471053457E-07,1.98244087063E-07,3.20888331778E-07,2.22637698387E-07
b1384,1.6553835812E-08,0.000000003,1.9511454477E-08,3.16744390861E-08,0,2.88323334084E-07,2.20828835882E-07
b2278,5.74842063492E-08,4.85485035178E-07,2.88849060451E-07,0.000000309,3.76105547462E-07,6.47899306567E-08,0.000000219
b2705,3.36180013724E-08,4.32731796172E-08,3.81291565754E-08,1.25844057882E-07,0,1.01060521019E-07,2.1816858956E-07
b2265,2.73141150049E-07,3.29666595894E-07,2.82681104363E-07,1.61729640675E-07,1.75747214377E-07,2.56796061376E-07,2.17734125279E-07
b2961,1.25686615469E-07,4.96777994783E-08,9.5347114447E-08,1.79835450959E-07,1.96332635986E-07,0.000000129,2.17114180697E-07
b1233,1.2921087329E-07,0.000000071,1.25507859879E-07,1.66457765611E-07,2.10562333963E-07,0.000000166,2.15846834664E-07
b2351,7.88620439803E-10,6.13786717083E-08,1.16422458287E-07,3.43288867205E-08,5.8880107161E-10,6.75523710064E-10,2.14787996545E-07
b3366,1.34813998E-07,1.28194905531E-07,0.000000116,0.000000092,3.36212912333E-08,2.15626943631E-07,2.13733880792E-07
b1191,1.20545951558E-07,2.5073557924E-07,1.45426635959E-07,0.000000482,1.05884957449E-08,2.67256915856E-08,0.000000213
b3459,8.51791336356E-07,1.42492712907E-07,5.99700734358E-07,1.78332270026E-07,4.90721985024E-08,2.18126696534E-07,2.06895807544E-07
b3625,3.9516672252E-07,1.62815975361E-07,3.43247317502E-07,3.46505093487E-07,3.44057743884E-07,1.92813907147E-07,2.06788389267E-07
b0906,1.75576654102E-06,4.8012859525E-07,0.000000557,6.34203612615E-07,6.04512127997E-07,8.02220154389E-07,2.02567537972E-07
b3157,5.20922506441E-07,1.17495299193E-07,2.058965243E-08,1.23435926208E-06,0,0.000000193,2.02160048913E-07
b3887,1.60158159442E-07,1.81458894637E-07,0.000000191,1.89403008541E-07,1.13341074132E-07,5.75512519887E-08,1.97825582588E-07
b1595,6.52456847032E-07,1.06672065384E-06,0.000002565,1.99823951211E-07,0,2.51077430082E-06,1.96366232941E-07
b0324,0.000001586,9.22335622809E-07,7.74275319234E-07,8.62322814272E-07,7.40740896113E-07,0.000000976,1.961446842E-07
b3623,1.31120115657E-07,1.80767297446E-07,2.57858159043E-07,3.21336418707E-07,0.000000276,2.2056271337E-07,0.000000193
b2220,3.29080357934E-07,0.000000895,4.84144923418E-07,5.31070032836E-07,4.59465084589E-07,6.39078788753E-07,1.91366745493E-07
b2840,2.49496448217E-07,7.50133991644E-07,1.99566575138E-06,2.16366135047E-06,2.73410149852E-07,3.10725263461E-07,0.000000191
b4292,0.000000106,9.56174964261E-08,2.37442342345E-07,2.01146562604E-07,0,9.56355749847E-08,1.88240445128E-07
b3441,1.01843646877E-07,9.95031407063E-08,1.33153293745E-07,1.86272471019E-08,0,2.47052611831E-07,1.86474283014E-07
b1593,4.851836598E-07,1.25704090054E-07,1.69449113392E-07,2.12363727894E-07,3.30397912371E-07,4.98431333817E-07,1.86343034903E-07
b4201,1.87060344858E-07,4.25569647349E-09,1.67664427652E-07,1.90396901718E-07,1.84596754624E-07,1.82550555067E-07,1.8590906032E-07
b0869,1.2106378475E-07,1.91527479932E-07,3.2754724114E-07,7.16581248119E-08,2.73905573605E-07,9.532197068E-08,1.85561381555E-07
b1383,1.88772464272E-07,0.000000112,2.14450928366E-07,1.68666115199E-07,1.60124199842E-07,2.32125852565E-07,1.822531521E-07
b0877,2.88212745574E-08,1.19165907531E-07,6.87134120326E-08,1.59383765568E-07,9.91159147146E-08,1.1745498747E-07,1.81461475438E-07
b2470,7.97939562342E-08,3.437854897E-07,6.62145692823E-07,0.000000418,2.57521601997E-07,1.03628385022E-07,1.80270534927E-07
b4472,5.73069423531E-07,3.49857300001E-07,4.98196795201E-07,3.57808602274E-07,6.21705877704E-07,7.43107753491E-07,1.79856217606E-07
b1794,1.84307143928E-08,2.52993036075E-08,1.24135249701E-08,0.000000144,0,1.20286094671E-07,1.7483837986E-07
b4518,2.04953211186E-08,1.4866533652E-07,2.71175870978E-08,6.27971118449E-08,0,3.13255360249E-08,1.72101360395E-07
b1887,1.65524899173E-07,4.94551734768E-08,0.000000071,2.57826304392E-07,1.46948696542E-07,1.33674650294E-07,1.71421382995E-07
b2104,4.8554360571E-08,1.92598963598E-07,1.35919840025E-07,1.4434500248E-07,0,0.000000089,1.68572533532E-07
b2264,2.65482945071E-08,9.53247801167E-08,2.12453425432E-07,1.61417441363E-07,0,0.000000067,1.67447119209E-07
b1330,1.58833617883E-07,2.23840304391E-07,0.000000344,1.35917723856E-07,2.29930144777E-07,2.97053751379E-07,1.61365883114E-07
b1886,1.29662718804E-06,1.35080662157E-07,5.0916229394E-07,6.10128233529E-07,6.81739093614E-07,2.51363691716E-07,1.60377115982E-07
b3126,0.000000255,4.70905548654E-07,2.19923675318E-07,5.71543500021E-07,3.7940669957E-07,0.000000415,1.60115987272E-07
b4596,4.9132640884E-08,1.28242250593E-07,3.22832250174E-07,0.000000101,0,1.05404664353E-07,1.57727448435E-07
b1617,1.83901073321E-07,9.28449707681E-08,1.81856342743E-07,7.30598254823E-08,1.86175617059E-07,1.42842881383E-07,1.57659281348E-07
b2395,1.71160166118E-08,2.0649192408E-07,1.34493854976E-07,8.75611035001E-08,5.25366621001E-08,2.93227881489E-08,1.56870033313E-07
b1804,2.49094473916E-07,8.07797133619E-07,4.56741962634E-07,6.34526745013E-07,1.98329509275E-07,6.16777347752E-08,1.5673587283E-07
b2545,1.20427803208E-07,1.1738038085E-07,0.000000134,1.51581638391E-07,0,2.71622421792E-07,1.56413373343E-07
b1566,3.27992946426E-08,7.90566933803E-08,1.79373227278E-08,4.21162231959E-08,0,9.21437811358E-08,0.000000151
b2785,2.30857522509E-07,1.09335036005E-07,1.45079182392E-07,1.18151606872E-07,1.79715203413E-07,2.04310476495E-07,1.45590024583E-07
b3635,6.89680698174E-09,3.04838868593E-08,1.21935547437E-08,5.77346342032E-10,1.33881935531E-08,5.90773001149E-10,1.4544248836E-07
b1810,1.06086954534E-07,1.65704819509E-07,1.14063706659E-07,3.16196504171E-07,0.000000089,1.36943398097E-07,1.43220863464E-07
b1118,1.1976437149E-07,0.000000123,3.15789738977E-07,2.17800332321E-07,2.52838995822E-07,2.1136842882E-07,1.41402227825E-07
b4224,5.69988550824E-09,2.92098480538E-08,1.66090441573E-08,2.6861749999E-08,0,1.24773979494E-08,1.39799578433E-07
b1254,6.15387660574E-08,0.00000005,1.14659028918E-07,1.54149946946E-07,1.7247486595E-07,0.00000012,1.38873926642E-07
b0973,1.11631761465E-07,9.85665165277E-08,1.5069080968E-07,1.52802259078E-07,1.17135884109E-07,7.36552115639E-08,1.3382425763E-07
b4259,1.26869471782E-07,8.04209198092E-08,3.41479597959E-08,3.04349017789E-08,7.63443059825E-09,4.60652292428E-08,1.31732757083E-07
b1679,3.79907484923E-07,3.34275728263E-07,2.0989888542E-07,2.2346328768E-07,3.51604270341E-07,4.22189148793E-07,1.31298785294E-07
b2798,2.56528398113E-08,1.2324516518E-07,1.51369711875E-07,1.29920944961E-07,1.29282512799E-08,5.49348604487E-10,1.26760256159E-07
b2755,1.375576526E-07,1.38711086333E-07,0.000000137,1.2084677976E-07,0.000000114,3.6061279415E-07,1.26452017166E-07
b2721,1.46475657206E-07,4.97579801706E-08,1.11173544267E-07,2.19225906141E-07,3.9105161636E-07,3.24446276019E-07,1.2549623369E-07
b2605,7.18540319596E-08,7.54561228941E-08,3.4362718366E-08,6.47522145518E-08,6.8891950041E-08,2.15591011595E-07,1.240509288E-07
b1649,5.93415887734E-08,8.28488848093E-09,5.82866271952E-09,1.60067442108E-07,0,1.13827491988E-07,0.000000122
b1722,4.33730937065E-08,3.62399006016E-09,2.5561209891E-08,2.36268594389E-07,0,2.15379254221E-09,1.20820936219E-07
b1888,1.95038460241E-08,1.04635307275E-07,3.73563664181E-08,1.78237325203E-07,8.73719588781E-08,2.72877452965E-07,1.18888760946E-07
b3283,2.01339116257E-07,1.39117755756E-07,1.41587095921E-07,1.04914680625E-07,1.12827554869E-07,2.13546429106E-07,1.17242835755E-07
b3656,0.000000373,9.24970254259E-08,4.96400703119E-08,9.90518177895E-08,7.80118141665E-07,3.2811646697E-07,0.000000117
b2206,8.2621233907E-08,1.017797809E-08,2.98890575782E-06,4.45132329648E-07,0,4.91777809573E-07,1.15398202288E-07
b2250,3.81355052727E-09,4.27504540991E-08,1.12372622203E-09,1.07832314236E-07,0,1.59339732388E-07,1.14416959814E-07
b0951,2.74222512072E-07,8.73893284045E-08,1.02934036215E-05,0.000000143,0,8.6758080613E-07,1.13665803804E-07
b0403,4.71602564899E-08,6.04198068654E-08,1.29237966885E-07,7.63257787485E-08,0.00000002,3.2317571114E-08,1.11319239233E-07
b0308,0.000000027,1.05909090016E-07,4.76524711893E-07,6.15128553126E-08,1.62873987673E-08,4.42570688659E-08,1.10341391649E-07
b0368,0.000000031,5.10524721082E-08,1.29815091577E-07,1.48258441728E-08,0,4.61440033751E-08,1.10254165116E-07
b2955,6.01158765727E-08,5.96268554168E-08,0.000000084,9.25317323052E-08,2.9681231344E-08,0.000000015,1.09405569331E-07
b2865,9.3752340224E-08,1.02288668313E-07,9.94524825096E-08,1.0936856581E-07,7.54166874596E-08,9.32600173571E-08,1.07785374521E-07
b2975,3.66112883395E-06,5.18592159427E-06,2.09911874823E-07,8.24320087099E-07,9.01476787202E-08,0.000000824,1.05440336581E-07
b0978,5.27515622024E-08,2.66108695849E-08,0.000000049,3.75355339383E-08,4.52932754518E-08,2.25932078425E-08,1.02624077876E-07
b1793,4.62197434741E-08,3.2281228611E-08,5.39976914948E-10,6.37472746814E-08,0,0,1.01245671553E-07
b1212,7.33487079757E-08,0.000000021,5.51142191729E-07,3.20588031877E-07,0,2.88170868689E-07,9.98859605972E-08
b3954,1.40547021869E-07,1.21683294545E-07,1.13889936721E-07,1.87512486208E-07,0,2.29495445956E-07,9.96855940209E-08
b1786,0.000000339,3.64078988465E-07,1.54944091962E-07,9.0625722237E-08,0.000000001,2.98071312341E-08,9.82842339754E-08
b1162,1.01682603729E-07,9.83220972048E-08,1.05816838199E-07,9.15855250788E-08,9.22553079332E-08,1.07497100571E-07,9.71550176561E-08
b1945,2.84392242772E-08,9.10879502212E-09,2.89494067248E-08,5.00670062476E-07,0,2.69444447536E-07,9.65695554201E-08
b3569,8.47957243159E-08,4.71195936901E-08,1.83334485782E-07,7.86813922413E-08,2.21204736707E-08,5.25072991701E-08,9.6195590698E-08
b3546,1.06633711093E-06,4.55072405484E-07,1.73631061606E-06,7.67390060976E-07,3.3841812943E-07,5.74927400565E-07,9.60929051154E-08
b2781,9.58370456751E-07,3.19376533212E-07,0.00000012,1.33905265227E-07,0.000000607,0.00000057,9.59160451123E-08
b0099,6.79754839231E-10,5.22524589461E-09,6.2373760244E-07,4.01171222448E-08,0,7.4821774426E-08,9.57425117045E-08
b0837,1.9630322357E-07,1.31137056143E-07,1.00813857408E-07,2.45711866819E-07,2.09377473017E-08,9.60864062216E-09,9.31090809584E-08
b0630,3.72493809651E-07,0.000000626,2.80733086416E-07,4.70237388225E-07,0.000000436,4.31332361059E-07,9.30947312904E-08
b3567,7.8432991962E-08,0.000000257,8.75209327355E-08,1.60377545474E-07,3.93598438285E-08,6.16778948101E-08,9.30520251555E-08
b2510,5.11488654722E-08,8.98295321791E-07,3.13290987579E-07,7.00170079028E-07,7.24364998384E-08,4.24102816804E-08,9.19281066839E-08
b0321,2.63804472043E-08,4.62879604822E-08,0.000000076,1.51704949849E-07,0,0.000000054,0.000000091
b1171,1.34928496787E-08,7.07881825796E-08,4.05302536361E-07,1.06174416373E-08,0,1.08643588847E-08,9.02975707723E-08
b3784,9.32563841171E-10,0.000000328,5.08646430762E-07,2.8962818902E-07,1.39254465472E-09,1.597648131E-09,8.92601510371E-08
b2146,1.68561012065E-07,1.89120979301E-07,1.24916831456E-07,3.37978440088E-08,8.36496639217E-08,8.90533889812E-08,8.48278282023E-08
b2125,0.000000398,5.42509357006E-07,7.73204717172E-07,5.36355831318E-07,3.31180211853E-07,5.84634050323E-07,8.44728988693E-08
b4031,0.000000011,6.91981199327E-08,0.000000095,0.000000001,9.11335752663E-10,9.41007149262E-09,8.16864891542E-08
b2787,1.36506069372E-07,7.95588117789E-08,1.72105062021E-07,0.000000133,1.06930762362E-07,6.61323246873E-08,8.0103942579E-08
b1913,2.51519075484E-07,9.24936761212E-08,1.60580956414E-07,4.04207762277E-07,1.95903944575E-07,1.74220709023E-07,7.97395504044E-08
b3895,8.41951333296E-08,7.35459465053E-08,7.01227169953E-08,3.61145040346E-08,1.01825898908E-07,4.70870277661E-08,7.90548298223E-08
b4033,2.15492755709E-07,1.62155758814E-07,4.4984502199E-07,2.162549266E-07,0.000000411,2.65763329219E-07,7.87939954801E-08
b4188,0.000000075,8.01023141411E-08,3.31423324759E-07,6.44762945264E-09,0,2.65649389678E-07,7.84452680299E-08
b2176,5.46942343543E-08,5.51176361685E-08,0.000000546,0.000000029,2.58959352834E-08,0.00000004,7.78561434578E-08
b1518,3.41597904363E-07,2.0535984913E-07,5.18767542143E-08,7.27232188644E-08,1.82338556172E-07,1.51463053078E-07,7.75726420343E-08
b1931,1.26264225401E-07,4.97316850183E-08,7.39089349657E-08,3.95178932318E-08,3.31224543076E-08,1.03284647819E-07,7.74531930811E-08
b1111,5.31928481714E-10,0.000000067,9.12236069E-08,4.85364590758E-08,4.64664687556E-08,3.78184656592E-08,7.74049590274E-08
b1581,1.48312605752E-06,4.62626476656E-08,2.22060708795E-08,8.76186508819E-08,2.33657629257E-07,2.73451696473E-07,7.73759071872E-08
b1962,2.47724324262E-08,2.60700360295E-08,0,0,0,2.67773625884E-08,7.66495777628E-08
b3511,1.15180559166E-07,1.32762459721E-06,6.98432065054E-08,1.19529036325E-09,7.21373886794E-08,2.69079318983E-08,7.62965623416E-08
b3555,3.26572931337E-09,2.22069593309E-08,8.88278373238E-09,1.19236230499E-07,0,3.07712711659E-08,0.000000076
b2735,9.36999229208E-09,1.2004453893E-09,0.000000032,1.76747395008E-07,0,1.01665626962E-07,7.53448558604E-08
b1881,5.45915563588E-09,0.000000011,0,2.01078899255E-08,0,8.65106892143E-08,7.34929216291E-08
b0190,3.4700206419E-08,5.66363583505E-08,7.98389954812E-08,0.000000074,5.89139102502E-08,0.00000002,7.13905028163E-08
b0568,0,1.94818022805E-08,2.91252944094E-08,4.24319557246E-09,0,6.5128118089E-09,0.000000071
b3666,1.15227184723E-09,0.000000041,0.000000001,0.000000001,8.6031107513E-10,8.88321203157E-09,6.99396552908E-08
b0188,3.57807937458E-07,4.21848781958E-07,6.29693676829E-07,5.56792454824E-07,7.25230739592E-07,4.95467934701E-07,6.74735243678E-08
b4269,1.66223732051E-09,1.6051792177E-07,1.2710463895E-07,8.27939001744E-08,6.82584278068E-09,1.70862533876E-08,0.000000066
b3410,1.41973329931E-08,5.7598648539E-08,1.70476842136E-07,1.7167061317E-07,0,1.64346205076E-07,6.49065571298E-08
b1902,1.0755311504E-08,2.64561958108E-08,5.66658644022E-08,1.08041992835E-09,0,6.52272124187E-08,6.394259914E-08
b1580,1.74832615184E-07,3.67981028149E-08,1.11645443941E-06,6.18877183706E-07,0,6.34695959405E-08,6.34896844342E-08
b2259,1.01359672077E-07,9.20594604612E-07,0.000000025,8.65435754163E-08,0.000000044,9.54867032298E-08,6.34847207539E-08
b1845,1.75020798695E-06,3.32170447988E-07,2.12797780188E-07,6.96962426566E-08,9.90530207768E-07,1.48680619572E-06,6.3379620542E-08
b2833,6.86914782732E-08,8.80104789177E-07,1.64047948175E-06,1.31311241835E-06,0.000000137,3.2262346496E-09,0.000000062
b1535,2.21289940512E-07,7.33465021732E-08,3.8851419939E-08,3.87274919647E-08,2.21060710891E-07,1.66438151514E-07,5.9400336267E-08
b2868,0.000000032,7.40437097354E-09,5.07495586526E-08,4.16397703252E-07,0,5.47866053817E-08,5.93653264322E-08
b3685,8.99135142145E-08,1.12184759105E-07,1.66085022674E-07,2.57261026735E-07,3.54694124196E-07,1.39093907417E-07,5.84806417868E-08
b3503,7.72470091542E-08,2.74005593828E-08,3.22605168268E-07,0.000000456,0.000000211,0.000000004,5.7302293022E-08
b1751,3.73533460451E-08,1.46733687616E-07,1.72385691998E-07,9.56472042669E-08,1.21808504291E-07,9.69304851829E-08,5.7279514798E-08
b3371,9.66010024581E-09,8.26950399698E-08,1.7855378018E-08,1.28651644975E-07,0,5.2657417478E-09,5.67206206174E-08
b4331,8.88138868347E-09,1.93134637664E-08,0,1.9565260158E-08,0,8.40851180742E-09,5.63810173003E-08
b4002,6.92157231611E-10,6.650728182E-10,4.28306894921E-09,5.79419500704E-10,8.26847287492E-09,8.89341559221E-10,0.000000056
