reaction_id,reaction_string,EC_number
SELNPS,ATP + H2O + Selenide ⇒ AMP + Phosphate + Selenophosphate,2.7.9.3
SELR,Menaquinol 8 + Selenate ⇒ H2O + Menaquinone 8 + Selenite,
SELtex,Selenate ⇒ Selenate,
SELtpp,2.0 H+ + Selenate ⇒ 2.0 H+ + Selenate,
SEPHCHCS,2-Oxoglutarate + H+ + Isochorismate ⇒ 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate + CO2,2.2.1.9
SERASr,ATP + H+ + L-Serine ⇒ Diphosphate + L-seryl-AMP,
SERAT,Acetyl-CoA + L-Serine ⇒ O-Acetyl-L-serine + Coenzyme A,2.3.1.30
SERD_D,D-Serine ⇒ Ammonium + Pyruvate,4.3.1.18
SERD_L,L-Serine ⇒ Ammonium + Pyruvate,4.3.1.19
SERTRS,ATP + L-Serine + TRNA(Ser) ⇒ AMP + Diphosphate + L-Seryl-tRNA(Ser),6.1.1.11
SERTRS2,ATP + L-Serine + TRNA(SeCys) ⇒ AMP + Diphosphate + L-Seryl-tRNA(Sec),6.1.1.11
SERt2rpp,H+ + L-Serine ⇒ H+ + L-Serine,
SERt4pp,Sodium + L-Serine ⇒ Sodium + L-Serine,
SERtex,L-Serine ⇒ L-Serine,
SFGTHi,S-Formylglutathione + H2O ⇒ Formate + Reduced glutathione + H+,
SGDS,H2O + N2-Succinyl-L-glutamate ⇒ L-Glutamate + Succinate,3.5.1.96
SGSAD,H2O + Nicotinamide adenine dinucleotide + N2-Succinyl-L-glutamate 5-semialdehyde ⇒ 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + N2-Succinyl-L-glutamate,1.2.1.71
SHCHCS3,"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate ⇒ 2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate + Pyruvate",4.2.99.20
SHCHD2,Dihydrosirohydrochlorin + Nicotinamide adenine dinucleotide ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Sirohydrochlorin,1.3.1.76
SHCHF,Fe2+ + Sirohydrochlorin ⇒ 3.0 H+ + Siroheme,4.99.1.4
SHK3Dr,3-Dehydroshikimate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + Shikimate,1.1.1.282
SHKK,ATP + Shikimate ⇒ ADP + H+ + Shikimate 5-phosphate,2.7.1.71
SHSL1,L-Cysteine + O-Succinyl-L-homoserine ⇒ L-Cystathionine + H+ + Succinate,2.5.1.48
SKMt2pp,H+ + Shikimate ⇒ H+ + Shikimate,
SKMtex,Shikimate ⇒ Shikimate,
SLNTtex,Selenite ⇒ Selenite,
SLNTtpp,H+ + Selenite ⇒ H+ + Selenite,
SO2tex,Sulfur dioxide ⇒ Sulfur dioxide,
SO2tpp,Sulfur dioxide ⇒ Sulfur dioxide,
SO3tex,Sulfite ⇒ Sulfite,
SO4t2pp,H+ + Sulfate ⇒ H+ + Sulfate,
SO4tex,Sulfate ⇒ Sulfate,
SOTA,2-Oxoglutarate + N2-Succinyl-L-ornithine ⇒ L-Glutamate + N2-Succinyl-L-glutamate 5-semialdehyde,2.6.1.81
SPMDAT1,Acetyl-CoA + Spermidine ⇒ N1-Acetylspermidine + Coenzyme A + H+,2.3.1.57
SPMDAT2,Acetyl-CoA + Spermidine ⇒ Coenzyme A + H+ + N8-Acetylspermidine,2.6.1.29
SPMDabcpp,ATP + H2O + Spermidine ⇒ ADP + H+ + Phosphate + Spermidine,3.6.3.31
SPMDt3pp,H+ + Spermidine ⇒ H+ + Spermidine,
SPMDtex,Spermidine ⇒ Spermidine,
SPMS,S-Adenosylmethioninamine + Putrescine ⇒ 5-Methylthioadenosine + H+ + Spermidine,2.5.1.16
SPODM,2.0 H+ + 2.0 Superoxide anion ⇒ Hydrogen peroxide + O2,1.15.1.1
SPODMpp,2.0 H+ + 2.0 Superoxide anion ⇒ Hydrogen peroxide + O2,1.15.1.1
SSALx,H2O + Nicotinamide adenine dinucleotide + Succinic semialdehyde ⇒ 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Succinate,1.2.1.24
SSALy,H2O + Nicotinamide adenine dinucleotide phosphate + Succinic semialdehyde ⇒ 2.0 H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Succinate,1.2.1.79
SUCASPtpp,L-Aspartate + Succinate ⇒ L-Aspartate + Succinate,
SUCBZL,ATP + Coenzyme A + O-Succinylbenzoate ⇒ AMP + Diphosphate + O-Succinylbenzoyl-CoA,6.2.1.26
SUCBZS,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate ⇒ H2O + O-Succinylbenzoate",4.2.1.113
SUCCt2_2pp,2.0 H+ + Succinate ⇒ 2.0 H+ + Succinate,
SUCCt2_3pp,3.0 H+ + Succinate ⇒ 3.0 H+ + Succinate,
SUCCt3pp,H+ + Succinate ⇒ H+ + Succinate,
SUCCtex,Succinate ⇒ Succinate,
SUCDi,Ubiquinone-8 + Succinate ⇒ Fumarate + Ubiquinol-8,
SUCFUMtpp,Fumarate + Succinate ⇒ Fumarate + Succinate,
SUCMALtpp,L-Malate + Succinate ⇒ L-Malate + Succinate,
SUCOAS,ATP + Coenzyme A + Succinate ⇒ ADP + Phosphate + Succinyl-CoA,6.2.1.5
SUCRtex,Sucrose ⇒ Sucrose,
SUCTARTtpp,Succinate + D-tartrate ⇒ Succinate + D-tartrate,
SUCptspp,Phosphoenolpyruvate + Sucrose ⇒ Pyruvate + Sucrose 6-phosphate,
SULFACabcpp,ATP + H2O + Sulfoacetate ⇒ ADP + H+ + Phosphate + Sulfoacetate,
SULFACtex,Sulfoacetate ⇒ Sulfoacetate,
SULRi,5.0 H+ + 3.0 Nicotinamide adenine dinucleotide phosphate - reduced + Sulfite ⇒ 3.0 H2O + Hydrogen sulfide + 3.0 Nicotinamide adenine dinucleotide phosphate,1.8.1.2
SULabcpp,ATP + H2O + Sulfate ⇒ ADP + H+ + Phosphate + Sulfate,3.6.3.25
T2DECAI,Trans-Dec-2-enoyl-[acyl-carrier protein] ⇒ Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1),
TAGURr,D-Altronate + Nicotinamide adenine dinucleotide ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + D-Tagaturonate,1.1.1.58
TALA,Glyceraldehyde 3-phosphate + Sedoheptulose 7-phosphate ⇒ D-Erythrose 4-phosphate + D-Fructose 6-phosphate,2.2.1.2
TARTD,L-tartrate ⇒ H2O + Oxaloacetate,4.2.1.32
TARTRDtex,D-tartrate ⇒ D-tartrate,
TARTRt7pp,Succinate + L-tartrate ⇒ Succinate + L-tartrate,
TARTRtex,L-tartrate ⇒ L-tartrate,
TARTt2_3pp,3.0 H+ + D-tartrate ⇒ 3.0 H+ + D-tartrate,
TAUDO,2-Oxoglutarate + O2 + Taurine ⇒ Aminoacetaldehyde + CO2 + H+ + Sulfite + Succinate,1.14.11.17
TAURabcpp,ATP + H2O + Taurine ⇒ ADP + H+ + Phosphate + Taurine,3.6.3.36
TAURtex,Taurine ⇒ Taurine,
TCYNTtex,Thiocyanate ⇒ Thiocyanate,
TDP,H2O + Thiamine diphosphate ⇒ H+ + Phosphate + Thiamin monophosphate,3.6.1.15
TDPADGAT,"Acetyl-CoA + DTDP-4-amino-4,6-dideoxy-D-galactose ⇒ Coenzyme A + DTDP-4-acetamido-4,6-dideoxy-D-galactose + H+",
TDPAGTA,"DTDP-4-dehydro-6-deoxy-D-glucose + L-Glutamate ⇒ 2-Oxoglutarate + DTDP-4-amino-4,6-dideoxy-D-galactose",2.6.1.59
TDPDRE,DTDP-4-dehydro-6-deoxy-D-glucose ⇒ DTDP-4-dehydro-6-deoxy-L-mannose,5.1.3.13
TDPDRR,DTDP-4-dehydro-6-deoxy-L-mannose + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ DTDP-L-rhamnose + Nicotinamide adenine dinucleotide phosphate,1.1.1.133
TDPGDH,DTDPglucose ⇒ DTDP-4-dehydro-6-deoxy-D-glucose + H2O,4.2.1.46
TDSK,"ATP + Lipid A Disaccharide ⇒ ADP + H+ + 2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",2.7.1.130
TDSR1,Protein disulfide isomerase II (oxidized) + Fused thiol:disulfide interchange protein (reduced) ⇒ Protein disulfide isomerase II (reduced) + Fused thiol:disulfide interchange protein (oxidized),
TDSR2,Fused thiol:disulfide interchange protein (reduced) + Periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized) ⇒ Fused thiol:disulfide interchange protein (oxidized) + Periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced),
TGBPA,"D-Tagatose 1,6-biphosphate ⇒ Dihydroxyacetone phosphate + Glyceraldehyde 3-phosphate",4.1.2.40
THD2pp,2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Nicotinamide adenine dinucleotide phosphate ⇒ 2.0 H+ + Nicotinamide adenine dinucleotide + Nicotinamide adenine dinucleotide phosphate - reduced,1.6.1.1
THDPS,"H2O + Succinyl-CoA + 2,3,4,5-Tetrahydrodipicolinate ⇒ Coenzyme A + N-Succinyl-2-L-amino-6-oxoheptanedioate",2.3.1.117
THFAT,"H2O + 5,10-Methenyltetrahydrofolate ⇒ 5-Formyltetrahydrofolate + H+",2.1.2.10
THIORDXi,Hydrogen peroxide + Reduced thioredoxin ⇒ 2.0 H2O + Oxidized thioredoxin,1.11.1.16
THMDt2pp_copy1,H+ + Thymidine ⇒ H+ + Thymidine,
THMDt2pp_copy2,H+ + Thymidine ⇒ H+ + Thymidine,
THMDtex,Thymidine ⇒ Thymidine,
THMabcpp,ATP + H2O + Thiamin ⇒ ADP + H+ + Phosphate + Thiamin,
THMtex,Thiamin ⇒ Thiamin,
THRA2i,L-Allo-threonine ⇒ Acetaldehyde + Glycine,4.1.2.5
THRAi,L-Threonine ⇒ Acetaldehyde + Glycine,4.1.2.5
THRD,Nicotinamide adenine dinucleotide + L-Threonine ⇒ L-2-Amino-3-oxobutanoate + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.103
THRD_L,L-Threonine ⇒ 2-Oxobutanoate + Ammonium,4.3.1.19
THRPtex,L-Threonine O-3-phosphate ⇒ L-Threonine O-3-phosphate,
THRS,H2O + O-Phospho-L-homoserine ⇒ Phosphate + L-Threonine,4.2.3.1
THRTRS,ATP + L-Threonine + TRNA(Thr) ⇒ AMP + Diphosphate + L-Threonyl-tRNA(Thr),6.1.1.3
THRabcpp,ATP + H2O + L-Threonine ⇒ ADP + H+ + Phosphate + L-Threonine,
THRt2pp,H+ + L-Threonine ⇒ H+ + L-Threonine,
THRt2rpp,H+ + L-Threonine ⇒ H+ + L-Threonine,
THRt4pp,Sodium + L-Threonine ⇒ Sodium + L-Threonine,
THRtex,L-Threonine ⇒ L-Threonine,
THYMt3pp,H+ + Thymine ⇒ H+ + Thymine,
THYMtex,Thymine ⇒ Thymine,
THZPSN3,ATP + Dehydroglycine + 1-deoxy-D-xylulose 5-phosphate + H+ + IscS with bound sulfur + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ 4-Methyl-5-(2-phosphoethyl)-thiazole + AMP + CO2 + 2.0 H2O + IscS sulfur acceptor protein + Nicotinamide adenine dinucleotide phosphate + Diphosphate,
TKT1,Alpha-D-Ribose 5-phosphate + D-Xylulose 5-phosphate ⇒ Glyceraldehyde 3-phosphate + Sedoheptulose 7-phosphate,2.2.1.1
TKT2,D-Erythrose 4-phosphate + D-Xylulose 5-phosphate ⇒ D-Fructose 6-phosphate + Glyceraldehyde 3-phosphate,2.2.1.1
TMAOR1,H+ + Menaquinol 8 + Trimethylamine N-oxide ⇒ H2O + Menaquinone 8 + Trimethylamine,
TMAOR1pp,H+ + Menaquinol 8 + Trimethylamine N-oxide ⇒ H2O + Menaquinone 8 + Trimethylamine,
TMAOR2,2-Demethylmenaquinol 8 + H+ + Trimethylamine N-oxide ⇒ 2-Demethylmenaquinone 8 + H2O + Trimethylamine,
TMAOR2pp,2-Demethylmenaquinol 8 + H+ + Trimethylamine N-oxide ⇒ 2-Demethylmenaquinone 8 + H2O + Trimethylamine,
TMAOtex,Trimethylamine N-oxide ⇒ Trimethylamine N-oxide,
TMAtex,Trimethylamine ⇒ Trimethylamine,
TMDK1,ATP + Thymidine ⇒ ADP + DTMP + H+,2.7.1.21
TMDPP,Phosphate + Thymidine ⇒ 2-Deoxy-D-ribose 1-phosphate + Thymine,2.4.2.4
TMDS,"DUMP + 5,10-Methylenetetrahydrofolate ⇒ 7,8-Dihydrofolate + DTMP",2.1.1.45
TMK,ATP + Thiamin ⇒ ADP + H+ + Thiamin monophosphate,2.7.1.89
TMPK,ATP + Thiamin monophosphate ⇒ ADP + Thiamine diphosphate,2.7.4.16
TMPPP,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate + 4-Methyl-5-(2-phosphoethyl)-thiazole + H+ ⇒ Diphosphate + Thiamin monophosphate,2.5.1.3
TPI,Dihydroxyacetone phosphate ⇒ Glyceraldehyde 3-phosphate,5.3.1.1
TPRDCOAS,ATP + Dephospho-CoA ⇒ 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA + Adenine,2.4.2.52
TRDR,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Oxidized thioredoxin ⇒ Nicotinamide adenine dinucleotide phosphate + Reduced thioredoxin,1.8.1.9
TRE6PH,"H2O + Alpha,alpha'-Trehalose 6-phosphate ⇒ D-Glucose 6-phosphate + D-Glucose",3.2.1.93
TRE6PP,"H2O + Alpha,alpha'-Trehalose 6-phosphate ⇒ Phosphate + Trehalose",3.1.3.12
TRE6PS,"D-Glucose 6-phosphate + UDPglucose ⇒ H+ + Alpha,alpha'-Trehalose 6-phosphate + UDP",2.4.1.15
TREH,H2O + Trehalose ⇒ 2.0 D-Glucose,3.2.1.28
TREHpp,H2O + Trehalose ⇒ 2.0 D-Glucose,3.2.1.28
TREptspp,"Phosphoenolpyruvate + Trehalose ⇒ Pyruvate + Alpha,alpha'-Trehalose 6-phosphate",2.7.1.69
TREtex,Trehalose ⇒ Trehalose,
TRPAS2,H2O + L-Tryptophan ⇒ Indole + Ammonium + Pyruvate,4.1.99.1
TRPS1,C'-(3-Indolyl)-glycerol 3-phosphate + L-Serine ⇒ Glyceraldehyde 3-phosphate + H2O + L-Tryptophan,4.2.1.20
TRPS2,Indole + L-Serine ⇒ H2O + L-Tryptophan,4.2.1.20
TRPS3,C'-(3-Indolyl)-glycerol 3-phosphate ⇒ Glyceraldehyde 3-phosphate + Indole,4.2.1.20
TRPTRS,ATP + TRNA(Trp) + L-Tryptophan ⇒ AMP + Diphosphate + L-Tryptophanyl-tRNA(Trp),6.1.1.2
TRPt2rpp,H+ + L-Tryptophan ⇒ H+ + L-Tryptophan,
TRPtex,L-Tryptophan ⇒ L-Tryptophan,
TRSARr,2-Hydroxy-3-oxopropanoate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ (R)-Glycerate + Nicotinamide adenine dinucleotide,1.1.1.60
TSULabcpp,ATP + H2O + Thiosulfate ⇒ ADP + H+ + Phosphate + Thiosulfate,3.6.3.25
TSULtex,Thiosulfate ⇒ Thiosulfate,
TTDCAtexi,Tetradecanoate (n-C14:0) ⇒ Tetradecanoate (n-C14:0),
TTDCEAtexi,Tetradecenoate (n-C14:1) ⇒ Tetradecenoate (n-C14:1),
TTRCYCtex,Tetracycline ⇒ Tetracycline,
TTRCYCtpp,H+ + Tetracycline ⇒ H+ + Tetracycline,
TUNGSabcpp,ATP + H2O + Tungstate ⇒ ADP + H+ + Phosphate + Tungstate,3.6.3.55
TUNGStex,Tungstate ⇒ Tungstate,
TYMtex,Tyramine ⇒ Tyramine,
TYRL,S-Adenosyl-L-methionine + Nicotinamide adenine dinucleotide phosphate - reduced + L-Tyrosine ⇒ P-Cresol + 5'-Deoxyadenosine + Dehydroglycine + H+ + L-Methionine + Nicotinamide adenine dinucleotide phosphate,4.1.99.19
TYROXDApp,H2O + O2 + Tyramine ⇒ 4-Hydroxyphenylacetaldehyde + Hydrogen peroxide + Ammonium,1.4.99.4
TYRPpp,H2O + Phosphotyrosine ⇒ Phosphate + L-Tyrosine,
TYRPtex,Phosphotyrosine ⇒ Phosphotyrosine,
TYRTA,2-Oxoglutarate + L-Tyrosine ⇒ 3-(4-Hydroxyphenyl)pyruvate + L-Glutamate,
TYRTRS,ATP + TRNA(Tyr) + L-Tyrosine ⇒ AMP + Diphosphate + L-Tyrosyl-tRNA(Tyr),6.1.1.1
TYRt2rpp,H+ + L-Tyrosine ⇒ H+ + L-Tyrosine,
TYRtex,L-Tyrosine ⇒ L-Tyrosine,
ThDPAT,ADP + H+ + Thiamine diphosphate ⇒ Adenosine thiamine triphosphate + Phosphate,2.7.7
U23GAAT,"(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine ⇒ Acyl carrier protein + H+ + UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",2.3.1.191
UAAGDS,"Meso-2,6-Diaminoheptanedioate + ATP + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate ⇒ ADP + H+ + Phosphate + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",6.3.2.13
UACGALPpp,H2O + UDP-N-acetyl-D-galactosamine ⇒ N-Acetyl-D-galactosamine 1-phosphate + 2.0 H+ + UMP,
UACGAMPpp,H2O + UDP-N-acetyl-D-glucosamine ⇒ N-Acetyl-D-glucosamine 1-phosphate + 2.0 H+ + UMP,
UACGAMtex,UDP-N-acetyl-D-glucosamine ⇒ UDP-N-acetyl-D-glucosamine,
UACMAMO,H2O + 2.0 Nicotinamide adenine dinucleotide + UDP-N-acetyl-D-mannosamine ⇒ 3.0 H+ + 2.0 Nicotinamide adenine dinucleotide - reduced + UDP-N-acetyl-D-mannosaminouronate,1.1.1.336
UAG2E,UDP-N-acetyl-D-glucosamine ⇒ UDP-N-acetyl-D-mannosamine,5.1.3.14
UAGAAT,(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + UDP-N-acetyl-D-glucosamine ⇒ Acyl carrier protein + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,2.3.1.129
UAGCVT,Phosphoenolpyruvate + UDP-N-acetyl-D-glucosamine ⇒ Phosphate + UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,2.5.1.7
UAGDP,N-Acetyl-D-glucosamine 1-phosphate + H+ + UTP ⇒ Diphosphate + UDP-N-acetyl-D-glucosamine,2.7.7.23
UAGPT3,"UDP-N-acetyl-D-glucosamine + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine ⇒ H+ + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala + UDP",2.4.1.227
UAMAGS,ATP + D-Glutamate + UDP-N-acetylmuramoyl-L-alanine ⇒ ADP + H+ + Phosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,6.3.2.9
UAMAS,L-Alanine + ATP + UDP-N-acetylmuramate ⇒ ADP + H+ + Phosphate + UDP-N-acetylmuramoyl-L-alanine,6.3.2.8
UAPGR,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine ⇒ Nicotinamide adenine dinucleotide phosphate + UDP-N-acetylmuramate,1.3.1.98
UDCPDP,H2O + Undecaprenyl diphosphate ⇒ H+ + Phosphate + Undecaprenyl phosphate,
UDCPDPS,Farnesyl diphosphate + 8.0 Isopentenyl diphosphate ⇒ 8.0 Diphosphate + Undecaprenyl diphosphate,2.5.1
UDCPDPpp,H2O + Undecaprenyl diphosphate ⇒ H+ + Phosphate + Undecaprenyl phosphate,
UDCPPtppi,Undecaprenyl phosphate ⇒ Undecaprenyl phosphate,
UDPACGALtex,UDP-N-acetyl-D-galactosamine ⇒ UDP-N-acetyl-D-galactosamine,
UDPG4E,UDPglucose ⇒ UDPgalactose,5.1.3.2
UDPGALM,"UDPgalactose ⇒ UDP-D-galacto-1,4-furanose",5.4.99.9
UDPGALPpp,H2O + UDPgalactose ⇒ Alpha-D-Galactose 1-phosphate + 2.0 H+ + UMP,3.6.1.45
UDPGALtex,UDPgalactose ⇒ UDPgalactose,
UDPGD,H2O + 2.0 Nicotinamide adenine dinucleotide + UDPglucose ⇒ 3.0 H+ + 2.0 Nicotinamide adenine dinucleotide - reduced + UDP-D-glucuronate,1.1.1.22
UDPGDC,Nicotinamide adenine dinucleotide + UDP-D-glucuronate ⇒ CO2 + Nicotinamide adenine dinucleotide - reduced + UDP-4-keto-pyranose,
UDPGLCURtex,UDP-D-glucuronate ⇒ UDP-D-glucuronate,
UDPGPpp,H2O + UDPglucose ⇒ D-Glucose 1-phosphate + 2.0 H+ + UMP,3.6.1.9
UDPGtex,UDPglucose ⇒ UDPglucose,
UDPKAAT,L-Glutamate + UDP-4-keto-pyranose ⇒ 2-Oxoglutarate + Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose,
UGLCURPpp,H2O + UDP-D-glucuronate ⇒ D-Glucuronate 1-phosphate + 2.0 H+ + UMP,
UGLT,Alpha-D-Galactose 1-phosphate + UDPglucose ⇒ D-Glucose 1-phosphate + UDPgalactose,2.7.7.12
UGLYCH,H2O + 2.0 H+ + (-)-Ureidoglycolate ⇒ CO2 + Glyoxylate + 2.0 Ammonium,3.5.3.19
UGMDDS,"D-Alanyl-D-alanine + ATP + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate ⇒ ADP + H+ + Phosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",6.3.2.10
UHGADA,H2O + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine ⇒ Acetate + UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,3.5.1.108
ULA4NFT,"10-Formyltetrahydrofolate + Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose ⇒ H+ + 5,6,7,8-Tetrahydrofolate + Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose",2.1.2.13
ULA4Ntppi,Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose ⇒ Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose,
UM3PL,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ATP + UDP-N-acetylmuramate ⇒ ADP + H+ + Phosphate + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",
UM4PCP,"H2O + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine ⇒ D-Alanine + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",
UM4PL,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ATP + UDP-N-acetylmuramate ⇒ ADP + H+ + Phosphate + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine",
UMPK,ATP + UMP ⇒ ADP + UDP,2.7.4.4
UMPtex,UMP ⇒ UMP,
UPLA4FNF,H2O + Undecaprenyl phosphate-4-amino-4-formyl-L-arabinose ⇒ Formate + Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose,
UPLA4FNT,Undecaprenyl phosphate + Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose ⇒ Undecaprenyl phosphate-4-amino-4-formyl-L-arabinose + UDP,
UPP3MT,2.0 S-Adenosyl-L-methionine + Uroporphyrinogen III ⇒ 2.0 S-Adenosyl-L-homocysteine + Dihydrosirohydrochlorin + H+,2.1.1.107
UPP3S,Hydroxymethylbilane ⇒ H2O + Uroporphyrinogen III,4.2.1.75
UPPDC1,4.0 H+ + Uroporphyrinogen III ⇒ 4.0 CO2 + Coproporphyrinogen III,4.1.1.37
UPPRT,5-Phospho-alpha-D-ribose 1-diphosphate + Uracil ⇒ Diphosphate + UMP,2.4.2.9
URACPAH,H2O + Ureidoacrylate peracid ⇒ Carbamate + H+ + Peroxyaminoacrylate,3.5.1.110
URAt2pp_copy1,H+ + Uracil ⇒ H+ + Uracil,
URAt2pp_copy2,H+ + Uracil ⇒ H+ + Uracil,
URAtex,Uracil ⇒ Uracil,
URDGLYCD,Nicotinamide adenine dinucleotide + (-)-Ureidoglycolate ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Oxalureate,1.1.1.350
UREAtex,Urea ⇒ Urea,
UREAtpp,Urea ⇒ Urea,
URIC,2.0 H2O + O2 + Urate ⇒ Allantoin + CO2 + Hydrogen peroxide,1.7.3.3
URIH,H2O + Uridine ⇒ D-Ribose + Uracil,3.2.2.3
URIK2,GTP + Uridine ⇒ GDP + H+ + UMP,2.7.1.48
URIt2pp_copy1,H+ + Uridine ⇒ H+ + Uridine,
URIt2pp_copy2,H+ + Uridine ⇒ H+ + Uridine,
URItex,Uridine ⇒ Uridine,
USHD,"H2O + UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine ⇒ 2.0 H+ + 2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate + UMP",
VALTA,2-Oxoglutarate + L-Valine ⇒ 3-Methyl-2-oxobutanoate + L-Glutamate,2.6.1.6
VALTRS,ATP + TRNA(Val) + L-Valine ⇒ AMP + Diphosphate + L-Valyl-tRNA(Val),6.1.1.9
VALabcpp,ATP + H2O + L-Valine ⇒ ADP + H+ + Phosphate + L-Valine,
VALt2rpp,H+ + L-Valine ⇒ H+ + L-Valine,
VALtex,L-Valine ⇒ L-Valine,
VPAMTr,3-Methyl-2-oxobutanoate + L-Alanine ⇒ Pyruvate + L-Valine,2.6.1.66
WCOS,2.0 H+ + Adenylated molybdopterin + Tungstate ⇒ AMP + Cu2+ + H2O + Tungsten binding cofactor,
X5PL3E,L-Xylulose 5-phosphate ⇒ L-Ribulose 5-phosphate,5.1.3.22
XAND,H2O + Nicotinamide adenine dinucleotide + Xanthine ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Urate,1.17.1.4
XANt2pp,H+ + Xanthine ⇒ H+ + Xanthine,
XANtex,Xanthine ⇒ Xanthine,
XANtpp,Xanthine ⇒ Xanthine,
XMPtex,Xanthosine 5'-phosphate ⇒ Xanthosine 5'-phosphate,
XPPT,5-Phospho-alpha-D-ribose 1-diphosphate + Xanthine ⇒ Diphosphate + Xanthosine 5'-phosphate,2.4.2.8
XTSNH,H2O + Xanthosine ⇒ D-Ribose + Xanthine,3.2.2.1
XTSNt2rpp,H+ + Xanthosine ⇒ H+ + Xanthosine,
XTSNtex,Xanthosine ⇒ Xanthosine,
XYLI1,D-Xylose ⇒ D-Xylulose,5.3.1.5
XYLI2,D-Glucose ⇒ D-Fructose,5.3.1.5
XYLK,ATP + D-Xylulose ⇒ ADP + H+ + D-Xylulose 5-phosphate,2.7.1.17
XYLK2,ATP + L-Xylulose ⇒ ADP + H+ + L-Xylulose 5-phosphate,2.7.1.53
XYLUt2pp,H+ + L-Xylulose ⇒ H+ + L-Xylulose,
XYLUtex,L-Xylulose ⇒ L-Xylulose,
XYLabcpp,ATP + H2O + D-Xylose ⇒ ADP + H+ + Phosphate + D-Xylose,
XYLt2pp,H+ + D-Xylose ⇒ H+ + D-Xylose,
