,BIGG_id,reaction_id,reaction_string,EC_number
2552,VALTA,VALTA,2-Oxoglutarate + L-Valine ⇒ 3-Methyl-2-oxobutanoate + L-Glutamate,2.6.1.6
2553,VALTRS,VALTRS,ATP + TRNA(Val) + L-Valine ⇒ AMP + Diphosphate + L-Valyl-tRNA(Val),6.1.1.9
2554,VALabcpp,VALabcpp,ATP + H2O + L-Valine ⇒ ADP + H+ + Phosphate + L-Valine,
2555,VALt2rpp,VALt2rpp,H+ + L-Valine ⇒ H+ + L-Valine,
2556,VALtex,VALtex,L-Valine ⇒ L-Valine,
2557,VPAMTr,VPAMTr,3-Methyl-2-oxobutanoate + L-Alanine ⇒ Pyruvate + L-Valine,2.6.1.66
2558,WCOS,WCOS,2.0 H+ + Adenylated molybdopterin + Tungstate ⇒ AMP + Cu2+ + H2O + Tungsten binding cofactor,
2559,X5PL3E,X5PL3E,L-Xylulose 5-phosphate ⇒ L-Ribulose 5-phosphate,5.1.3.22
2560,XAND,XAND,H2O + Nicotinamide adenine dinucleotide + Xanthine ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Urate,1.17.1.4
2561,XANt2pp,XANt2pp,H+ + Xanthine ⇒ H+ + Xanthine,
2562,XANtex,XANtex,Xanthine ⇒ Xanthine,
2563,XANtpp,XANtpp,Xanthine ⇒ Xanthine,
2564,XMPtex,XMPtex,Xanthosine 5'-phosphate ⇒ Xanthosine 5'-phosphate,
2565,XPPT,XPPT,5-Phospho-alpha-D-ribose 1-diphosphate + Xanthine ⇒ Diphosphate + Xanthosine 5'-phosphate,2.4.2.8
2566,XTSNH,XTSNH,H2O + Xanthosine ⇒ D-Ribose + Xanthine,3.2.2.1
2567,XTSNt2rpp,XTSNt2rpp,H+ + Xanthosine ⇒ H+ + Xanthosine,
2568,XTSNtex,XTSNtex,Xanthosine ⇒ Xanthosine,
2569,XYLI1,XYLI1,D-Xylose ⇒ D-Xylulose,5.3.1.5
2570,XYLI2,XYLI2,D-Glucose ⇒ D-Fructose,5.3.1.5
2571,XYLK,XYLK,ATP + D-Xylulose ⇒ ADP + H+ + D-Xylulose 5-phosphate,2.7.1.17
2572,XYLK2,XYLK2,ATP + L-Xylulose ⇒ ADP + H+ + L-Xylulose 5-phosphate,2.7.1.53
2573,XYLUt2pp,XYLUt2pp,H+ + L-Xylulose ⇒ H+ + L-Xylulose,
2574,XYLUtex,XYLUtex,L-Xylulose ⇒ L-Xylulose,
2575,XYLabcpp,XYLabcpp,ATP + H2O + D-Xylose ⇒ ADP + H+ + Phosphate + D-Xylose,
2576,XYLt2pp,XYLt2pp,H+ + D-Xylose ⇒ H+ + D-Xylose,
2577,XYLtex,XYLtex,D-Xylose ⇒ D-Xylose,
2578,ZN2abcpp,ZN2abcpp,ATP + H2O + Zinc ⇒ ADP + H+ + Phosphate + Zinc,3.6.3.5
2579,ZN2t3pp,ZN2t3pp,H+ + Zinc ⇒ H+ + Zinc,
2580,ZN2tpp,ZN2tpp,Zinc ⇒ Zinc,
2581,ZNabcpp,ZNabcpp,ATP + H2O + Zinc ⇒ ADP + H+ + Phosphate + Zinc,3.6.3.5
2582,Zn2tex,Zn2tex,Zinc ⇒ Zinc,
2583,EX_ca2_e,EX_ca2_e_reverse, ⇒ Calcium,
2584,EX_cbl1_e,EX_cbl1_e_reverse, ⇒ Cob(I)alamin,
2585,EX_cl_e,EX_cl_e_reverse, ⇒ Chloride,
2586,EX_co2_e,EX_co2_e_reverse, ⇒ CO2,
2587,EX_cobalt2_e,EX_cobalt2_e_reverse, ⇒ Co2+,
2588,EX_cu2_e,EX_cu2_e_reverse, ⇒ Cu2+,
2589,EX_fe2_e,EX_fe2_e_reverse, ⇒ Fe2+,
2590,EX_fe3_e,EX_fe3_e_reverse, ⇒ Fe3+,
2591,EX_glc__D_e,EX_glc__D_e_reverse, ⇒ D-Glucose,
2592,EX_h_e,EX_h_e_reverse, ⇒ H+,
2593,EX_h2o_e,EX_h2o_e_reverse, ⇒ H2O,
2594,EX_k_e,EX_k_e_reverse, ⇒ Potassium,
2595,EX_mg2_e,EX_mg2_e_reverse, ⇒ Magnesium,
2596,EX_mn2_e,EX_mn2_e_reverse, ⇒ Mn2+,
2597,EX_mobd_e,EX_mobd_e_reverse, ⇒ Molybdate,
2598,EX_na1_e,EX_na1_e_reverse, ⇒ Sodium,
2599,EX_nh4_e,EX_nh4_e_reverse, ⇒ Ammonium,
2600,EX_ni2_e,EX_ni2_e_reverse, ⇒ Nickel,
2601,EX_o2_e,EX_o2_e_reverse, ⇒ O2,
2602,EX_pi_e,EX_pi_e_reverse, ⇒ Phosphate,
2603,EX_sel_e,EX_sel_e_reverse, ⇒ Selenate,
2604,EX_slnt_e,EX_slnt_e_reverse, ⇒ Selenite,
2605,EX_so4_e,EX_so4_e_reverse, ⇒ Sulfate,
2606,EX_tungs_e,EX_tungs_e_reverse, ⇒ Tungstate,
2607,EX_zn2_e,EX_zn2_e_reverse, ⇒ Zinc,
2608,12PPDRtex,12PPDRtex_reverse,"(R)-Propane-1,2-diol ⇒ (R)-Propane-1,2-diol",
2609,12PPDRtpp,12PPDRtpp_reverse,"(R)-Propane-1,2-diol ⇒ (R)-Propane-1,2-diol",
2610,12PPDStex,12PPDStex_reverse,"(S)-Propane-1,2-diol ⇒ (S)-Propane-1,2-diol",
2611,12PPDStpp,12PPDStpp_reverse,"(S)-Propane-1,2-diol ⇒ (S)-Propane-1,2-diol",
2612,23CAMPtex,23CAMPtex_reverse,"2',3'-Cyclic AMP ⇒ 2',3'-Cyclic AMP",
2613,23CCMPtex,23CCMPtex_reverse,"2',3'-Cyclic CMP ⇒ 2',3'-Cyclic CMP",
2614,23CGMPtex,23CGMPtex_reverse,"2',3'-Cyclic GMP ⇒ 2',3'-Cyclic GMP",
2615,23CUMPtex,23CUMPtex_reverse,"2',3'-Cyclic UMP ⇒ 2',3'-Cyclic UMP",
2616,23DAPPAtex,23DAPPAtex_reverse,"2,3-diaminopropionate ⇒ 2,3-diaminopropionate",
2617,26DAHtex,26DAHtex_reverse,"Meso-2,6-Diaminoheptanedioate ⇒ Meso-2,6-Diaminoheptanedioate",
2618,34dhpactex,34dhpactex_reverse,"3,4-Dihydroxyphenylacetaldehyde ⇒ 3,4-Dihydroxyphenylacetaldehyde",
2619,3AMPtex,3AMPtex_reverse,3'-AMP ⇒ 3'-AMP,
2620,3CMPtex,3CMPtex_reverse,3'-cmp ⇒ 3'-cmp,
2621,3GMPtex,3GMPtex_reverse,3'-GMP ⇒ 3'-GMP,
2622,3HPPtex,3HPPtex_reverse,3-Hydroxypropanoate ⇒ 3-Hydroxypropanoate,
2623,3OAR100,3OAR100_reverse,(R)-3-Hydroxydecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxodecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
2624,3OAR120,3OAR120_reverse,(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxododecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
2625,3OAR140,3OAR140_reverse,(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxotetradecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
2626,3OAR160,3OAR160_reverse,R-3-hydroxypalmitoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxohexadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
2627,3OAR180,3OAR180_reverse,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxooctadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.100
2628,3OAR40,3OAR40_reverse,(3R)-3-Hydroxyacyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ Acetoacetyl-ACP + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.100
2629,3OAR60,3OAR60_reverse,(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxohexanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
2630,3OAR80,3OAR80_reverse,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxooctanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
2631,3PEPTtex,3PEPTtex_reverse,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",
2632,3UMPtex,3UMPtex_reverse,3'-UMP ⇒ 3'-UMP,
2633,4HOXPACDtex,4HOXPACDtex_reverse,4-Hydroxyphenylacetaldehyde ⇒ 4-Hydroxyphenylacetaldehyde,
2634,4PEPTtex,4PEPTtex_reverse,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",
2635,5DGLCNR,5DGLCNR_reverse,D-Gluconate + Nicotinamide adenine dinucleotide phosphate ⇒ 5-Dehydro-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.69
2636,5DGLCNt2rpp,5DGLCNt2rpp_reverse,5-Dehydro-D-gluconate + H+ ⇒ 5-Dehydro-D-gluconate + H+,
2637,5DGLCNtex,5DGLCNtex_reverse,5-Dehydro-D-gluconate ⇒ 5-Dehydro-D-gluconate,
2638,5MTRtex,5MTRtex_reverse,5-Methylthio-D-ribose ⇒ 5-Methylthio-D-ribose,
2639,A5PISO,A5PISO_reverse,D-Arabinose 5-phosphate ⇒ D-Ribulose 5-phosphate,5.3.1.13
2640,ABUTtex,ABUTtex_reverse,4-Aminobutanoate ⇒ 4-Aminobutanoate,
2641,ACACT1r,ACACT1r_reverse,Acetoacetyl-CoA + Coenzyme A ⇒ 2.0 Acetyl-CoA,2.3.1.9
2642,ACACT2r,ACACT2r_reverse,3-Oxohexanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Butanoyl-CoA,2.3.1.9
2643,ACACT3r,ACACT3r_reverse,3-Oxooctanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Hexanoyl-CoA (n-C6:0CoA),2.3.1.9
2644,ACACT4r,ACACT4r_reverse,3-Oxodecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA),2.3.1.9
2645,ACACT5r,ACACT5r_reverse,3-Oxododecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Decanoyl-CoA (n-C10:0CoA),2.3.1.9
2646,ACACT6r,ACACT6r_reverse,3-Oxotetradecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Dodecanoyl-CoA (n-C12:0CoA),2.3.1.9
2647,ACACT7r,ACACT7r_reverse,3-Oxohexadecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA),2.3.1.9
2648,ACACT8r,ACACT8r_reverse,Acetyl-CoA + Palmitoyl-CoA (n-C16:0CoA) ⇒ 3-Oxooctadecanoyl-CoA + Coenzyme A,
2649,ACACt2pp,ACACt2pp_reverse,Acetoacetate + H+ ⇒ Acetoacetate + H+,
2650,ACACtex,ACACtex_reverse,Acetoacetate ⇒ Acetoacetate,
2651,ACALD,ACALD_reverse,Acetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide,1.2.1.10
2652,ACALDtex,ACALDtex_reverse,Acetaldehyde ⇒ Acetaldehyde,
2653,ACALDtpp,ACALDtpp_reverse,Acetaldehyde ⇒ Acetaldehyde,
2654,ACGAL1Ptex,ACGAL1Ptex_reverse,N-Acetyl-D-galactosamine 1-phosphate ⇒ N-Acetyl-D-galactosamine 1-phosphate,
2655,ACGALtex,ACGALtex_reverse,N-Acetyl-D-galactosamine ⇒ N-Acetyl-D-galactosamine,
2656,ACGAM1Ptex,ACGAM1Ptex_reverse,N-Acetyl-D-glucosamine 1-phosphate ⇒ N-Acetyl-D-glucosamine 1-phosphate,
2657,ACGAtex,ACGAtex_reverse,N-Acetyl-D-glucosamine ⇒ N-Acetyl-D-glucosamine,
2658,ACKr,ACKr_reverse,Acetyl phosphate + ADP ⇒ Acetate + ATP,2.7.2.15
2659,ACMANAtex,ACMANAtex_reverse,N-Acetyl-D-mannosamine ⇒ N-Acetyl-D-mannosamine,
2660,ACNAMtex,ACNAMtex_reverse,N-Acetylneuraminate ⇒ N-Acetylneuraminate,
2661,ACOAD1f,ACOAD1f_reverse,Crotonoyl-CoA + Flavin adenine dinucleotide reduced ⇒ Butanoyl-CoA + Flavin adenine dinucleotide oxidized,1.3.99.3
2662,ACOAD2f,ACOAD2f_reverse,Flavin adenine dinucleotide reduced + Trans-Hex-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Hexanoyl-CoA (n-C6:0CoA),1.3.99.3
2663,ACOAD3f,ACOAD3f_reverse,Flavin adenine dinucleotide reduced + Trans-Oct-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Octanoyl-CoA (n-C8:0CoA),1.3.99.3
2664,ACOAD4f,ACOAD4f_reverse,Trans-Dec-2-enoyl-CoA + Flavin adenine dinucleotide reduced ⇒ Decanoyl-CoA (n-C10:0CoA) + Flavin adenine dinucleotide oxidized,1.3.99.3
2665,ACOAD5f,ACOAD5f_reverse,Trans-Dodec-2-enoyl-CoA + Flavin adenine dinucleotide reduced ⇒ Dodecanoyl-CoA (n-C12:0CoA) + Flavin adenine dinucleotide oxidized,1.3.99.3
2666,ACOAD6f,ACOAD6f_reverse,Flavin adenine dinucleotide reduced + Trans-Tetradec-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Tetradecanoyl-CoA (n-C14:0CoA),1.3.99.3
2667,ACOAD7f,ACOAD7f_reverse,Flavin adenine dinucleotide reduced + Trans-Hexadec-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Palmitoyl-CoA (n-C16:0CoA),1.3.99.3
2668,ACOAD8f,ACOAD8f_reverse,Flavin adenine dinucleotide reduced + Trans-Octadec-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Stearoyl-CoA (n-C18:0CoA),
2669,ACOATA,ACOATA_reverse,Acetyl-ACP + Coenzyme A ⇒ Acyl carrier protein + Acetyl-CoA,2.3.1.86
2670,ACONIs,ACONIs_reverse,Cis-Aconitate ⇒ Trans-Aconitate,5.3.3.7
2671,ACONTa,ACONTa_reverse,Cis-Aconitate + H2O ⇒ Citrate,4.2.1.3
2672,ACONTb,ACONTb_reverse,Isocitrate ⇒ Cis-Aconitate + H2O,4.2.1.3
2673,ACOTA,ACOTA_reverse,N-Acetyl-L-glutamate 5-semialdehyde + L-Glutamate ⇒ N2-Acetyl-L-ornithine + 2-Oxoglutarate,2.6.1.11
2674,ACSERtex,ACSERtex_reverse,O-Acetyl-L-serine ⇒ O-Acetyl-L-serine,
2675,ACt2rpp,ACt2rpp_reverse,Acetate + H+ ⇒ Acetate + H+,
2676,ACtex,ACtex_reverse,Acetate ⇒ Acetate,
2677,ADEt2rpp,ADEt2rpp_reverse,Adenine + H+ ⇒ Adenine + H+,
2678,ADEtex,ADEtex_reverse,Adenine ⇒ Adenine,
2679,ADK1,ADK1_reverse,2.0 ADP ⇒ AMP + ATP,2.7.4.3
2680,ADK3,ADK3_reverse,ADP + GDP ⇒ AMP + GTP,2.7.4.4
2681,ADK4,ADK4_reverse,ADP + IDP ⇒ AMP + ITP,
2682,ADNt2pp_copy2,ADNt2pp_copy2_reverse,Adenosine + H+ ⇒ Adenosine + H+,
2683,ADNtex,ADNtex_reverse,Adenosine ⇒ Adenosine,
2684,ADSL1r,ADSL1r_reverse,"AMP + Fumarate ⇒ N6-(1,2-Dicarboxyethyl)-AMP",4.3.2.2
2685,ADSL2r,ADSL2r_reverse,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide + Fumarate ⇒ (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate,4.3.2.2
2686,AGMtex,AGMtex_reverse,Agmatine ⇒ Agmatine,
2687,AGPR,AGPR_reverse,N-Acetyl-L-glutamyl 5-phosphate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ N-Acetyl-L-glutamate 5-semialdehyde + Nicotinamide adenine dinucleotide phosphate + Phosphate,1.2.1.38
2688,AICART,AICART_reverse,"5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + 5,6,7,8-Tetrahydrofolate ⇒ 10-Formyltetrahydrofolate + 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide",2.1.2.3
2689,AIRC3,AIRC3_reverse,5-phosphoribosyl-5-carboxyaminoimidazole ⇒ 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,5.4.99.18
2690,AKGt2rpp,AKGt2rpp_reverse,2-Oxoglutarate + H+ ⇒ 2-Oxoglutarate + H+,
2691,AKGtex,AKGtex_reverse,2-Oxoglutarate ⇒ 2-Oxoglutarate,
2692,ALAALAr,ALAALAr_reverse,ADP + D-Alanyl-D-alanine + H+ + Phosphate ⇒ 2.0 D-Alanine + ATP,6.3.2.4
2693,ALAALAtex,ALAALAtex_reverse,D-Alanyl-D-alanine ⇒ D-Alanyl-D-alanine,
2694,ALAGLUE,ALAGLUE_reverse,L-alanine-L-glutamate ⇒ L-alanine-D-glutamate,5.1.1.20
2695,ALAR,ALAR_reverse,D-Alanine ⇒ L-Alanine,5.1.1.1
2696,ALATA_L,ALATA_L_reverse,L-Glutamate + Pyruvate ⇒ 2-Oxoglutarate + L-Alanine,2.6.1.2
2697,ALAt2pp_copy2,ALAt2pp_copy2_reverse,L-Alanine + H+ ⇒ L-Alanine + H+,
2698,ALAtex,ALAtex_reverse,L-Alanine ⇒ L-Alanine,
2699,ALCD19,ALCD19_reverse,Glycerol + Nicotinamide adenine dinucleotide ⇒ D-Glyceraldehyde + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.72
2700,ALCD2x,ALCD2x_reverse,Acetaldehyde + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Ethanol + Nicotinamide adenine dinucleotide,1.1.1.71
2701,ALDD19xr,ALDD19xr_reverse,2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Phenylacetic acid ⇒ H2O + Nicotinamide adenine dinucleotide + Phenylacetaldehyde,1.2.1.5
2702,ALLPI,ALLPI_reverse,Allulose 6-phosphate ⇒ D-Allose 6-phosphate,
2703,ALLTNt2rpp,ALLTNt2rpp_reverse,Allantoin + H+ ⇒ Allantoin + H+,
2704,ALLTNtex,ALLTNtex_reverse,Allantoin ⇒ Allantoin,
2705,ALLULPE,ALLULPE_reverse,D-Fructose 6-phosphate ⇒ Allulose 6-phosphate,
2706,ALLtex,ALLtex_reverse,D-Allose ⇒ D-Allose,
2707,AMANAPEr,AMANAPEr_reverse,N-Acetyl-D-glucosamine 6-phosphate ⇒ N-Acetyl-D-mannosamine 6-phosphate,5.1.3.9
2708,AMAOTr,AMAOTr_reverse,"S-Adenosyl-4-methylthio-2-oxobutanoate + 7,8-Diaminononanoate ⇒ 8-Amino-7-oxononanoate + S-Adenosyl-L-methionine",2.6.1.62
2709,AMPtex,AMPtex_reverse,AMP ⇒ AMP,
2710,ANHGMtex,ANHGMtex_reverse,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid ⇒ N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,
2711,APPLDHr,APPLDHr_reverse,1-Aminopropan-2-ol + Nicotinamide adenine dinucleotide ⇒ Aminoacetone + H+ + Nicotinamide adenine dinucleotide - reduced,2.3.1.37
2712,ARAI,ARAI_reverse,L-Ribulose ⇒ L-Arabinose,5.3.1.4
2713,ARBt2rpp,ARBt2rpp_reverse,L-Arabinose + H+ ⇒ L-Arabinose + H+,
2714,ARBtex,ARBtex_reverse,L-Arabinose ⇒ L-Arabinose,
2715,ARGAGMt7pp,ARGAGMt7pp_reverse,Agmatine + L-Arginine ⇒ Agmatine + L-Arginine,
2716,ARGORNt7pp,ARGORNt7pp_reverse,L-Arginine + Ornithine ⇒ L-Arginine + Ornithine,
2717,ARGSL,ARGSL_reverse,L-Arginine + Fumarate ⇒ N(omega)-(L-Arginino)succinate,4.3.2.1
2718,ARGtex,ARGtex_reverse,L-Arginine ⇒ L-Arginine,
2719,ASAD,ASAD_reverse,4-Phospho-L-aspartate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ L-Aspartate 4-semialdehyde + Nicotinamide adenine dinucleotide phosphate + Phosphate,1.2.1.11
2720,ASCBtex,ASCBtex_reverse,L-Ascorbate ⇒ L-Ascorbate,
2721,ASNt2rpp,ASNt2rpp_reverse,L-Asparagine + H+ ⇒ L-Asparagine + H+,
2722,ASNtex,ASNtex_reverse,L-Asparagine ⇒ L-Asparagine,
2723,ASO3tex,ASO3tex_reverse,Arsenite ⇒ Arsenite,
2724,ASPK,ASPK_reverse,4-Phospho-L-aspartate + ADP ⇒ L-Aspartate + ATP,2.7.2.4
2725,ASPTA,ASPTA_reverse,L-Glutamate + Oxaloacetate ⇒ 2-Oxoglutarate + L-Aspartate,2.6.1.1
2726,ASPt2pp_copy2,ASPt2pp_copy2_reverse,L-Aspartate + H+ ⇒ L-Aspartate + H+,
2727,ASPtex,ASPtex_reverse,L-Aspartate ⇒ L-Aspartate,
2728,ATHRDHr,ATHRDHr_reverse,L-2-Amino-3-oxobutanoate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ L-Allo-threonine + Nicotinamide adenine dinucleotide phosphate,1.1.1.381
2729,ATPS4rpp,ATPS4rpp_reverse,ATP + H2O + 3.0 H+ ⇒ ADP + 4.0 H+ + Phosphate,3.6.3.14
2730,BALAtex,BALAtex_reverse,Beta-Alanine ⇒ Beta-Alanine,
2731,BTNtex,BTNtex_reverse,Biotin ⇒ Biotin,
2732,BUTSO3tex,BUTSO3tex_reverse,Butanesulfonate ⇒ Butanesulfonate,
2733,BUTt2rpp,BUTt2rpp_reverse,Butyrate (n-C4:0) + H+ ⇒ Butyrate (n-C4:0) + H+,
2734,BUTtex,BUTtex_reverse,Butyrate (n-C4:0) ⇒ Butyrate (n-C4:0),
2735,CA2tex,CA2tex_reverse,Calcium ⇒ Calcium,
2736,CAt6pp,CAt6pp_reverse,Calcium + Sodium ⇒ Calcium + Sodium,
2737,CBIAT,CBIAT_reverse,Adenosyl cobinamide + Inorganic triphosphate ⇒ ATP + Cobinamide + H+,2.5.1.17
2738,CBLAT,CBLAT_reverse,Adenosylcobalamin + Inorganic triphosphate ⇒ ATP + Cob(I)alamin + H+,2.5.1.17
2739,CBMKr,CBMKr_reverse,ADP + Carbamoyl phosphate + 2.0 H+ ⇒ ATP + CO2 + Ammonium,2.7.2.2
2740,CD2tex,CD2tex_reverse,Cadmium ⇒ Cadmium,
2741,CGLYtex,CGLYtex_reverse,Cys-Gly ⇒ Cys-Gly,
2742,CHLtex,CHLtex_reverse,Choline ⇒ Choline,
2743,CHTBStex,CHTBStex_reverse,"N,N'-diacetylchitobiose ⇒ N,N'-diacetylchitobiose",
2744,CITtex,CITtex_reverse,Citrate ⇒ Citrate,
2745,CLPNS120pp,CLPNS120pp_reverse,"Cardiolipin (tetradodecanoyl, n-C12:0) + Glycerol ⇒ 2.0 Phosphatidylglycerol (didodecanoyl, n-C12:0)",
2746,CLPNS140pp,CLPNS140pp_reverse,"Cardiolipin (tetratetradecanoyl, n-C14:0) + Glycerol ⇒ 2.0 Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",
2747,CLPNS141pp,CLPNS141pp_reverse,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1) + Glycerol ⇒ 2.0 Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",
2748,CLPNS160pp,CLPNS160pp_reverse,"Cardiolipin (tetrahexadecanoyl, n-C16:0) + Glycerol ⇒ 2.0 Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",
2749,CLPNS161pp,CLPNS161pp_reverse,"Cardiolipin (tetrahexadec-9-enoyl, n-C16:1) + Glycerol ⇒ 2.0 Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",
2750,CLPNS180pp,CLPNS180pp_reverse,"Cardiolipin (tetraoctadecanoyl, n-C18:0) + Glycerol ⇒ 2.0 Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",
2751,CLPNS181pp,CLPNS181pp_reverse,"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1) + Glycerol ⇒ 2.0 Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",
2752,CLtex,CLtex_reverse,Chloride ⇒ Chloride,
2753,CMPtex,CMPtex_reverse,CMP ⇒ CMP,
2754,CMtex,CMtex_reverse,Chloramphenicol ⇒ Chloramphenicol,
2755,CO2tex,CO2tex_reverse,CO2 ⇒ CO2,
2756,CO2tpp,CO2tpp_reverse,CO2 ⇒ CO2,
2757,COBALT2tex,COBALT2tex_reverse,Co2+ ⇒ Co2+,
2758,CRNBTCT,CRNBTCT_reverse,L-Carnitinyl-CoA + Gamma-butyrobetaine ⇒ Gamma-butyrobetainyl-CoA + L-Carnitine,2.8.3.21
2759,CRNCAR,CRNCAR_reverse,D-carnitinyl-CoA ⇒ L-Carnitinyl-CoA,5.1.1
2760,CRNCBCT,CRNCBCT_reverse,L-Carnitinyl-CoA + Crotonobetaine ⇒ L-Carnitine + Crotonobetainyl-CoA,2.8.3.21
2761,CRNCDH,CRNCDH_reverse,Crotonobetainyl-CoA + H2O ⇒ L-Carnitinyl-CoA,4.2.1.149
2762,CRNDt2rpp,CRNDt2rpp_reverse,D-Carnitine + H+ ⇒ D-Carnitine + H+,
2763,CRNDtex,CRNDtex_reverse,D-Carnitine ⇒ D-Carnitine,
2764,CRNt2rpp,CRNt2rpp_reverse,L-Carnitine + H+ ⇒ L-Carnitine + H+,
2765,CRNtex,CRNtex_reverse,L-Carnitine ⇒ L-Carnitine,
2766,CSNtex,CSNtex_reverse,Cytosine ⇒ Cytosine,
2767,CTBTt2rpp,CTBTt2rpp_reverse,Crotonobetaine + H+ ⇒ Crotonobetaine + H+,
2768,CTECOAI6,CTECOAI6_reverse,Trans-Tetradec-2-enoyl-CoA ⇒ Tetradecenoyl-CoA (n-C14:1CoA),5.3.3.8
2769,CTECOAI7,CTECOAI7_reverse,Trans-Hexadec-2-enoyl-CoA ⇒ Hexadecenoyl-CoA (n-C16:1CoA),5.3.3.8
2770,CTECOAI8,CTECOAI8_reverse,Trans-Octadec-2-enoyl-CoA ⇒ Octadecenoyl-CoA (n-C18:1CoA),5.3.3.8
2771,CU2tex,CU2tex_reverse,Cu2+ ⇒ Cu2+,
2772,CUtex,CUtex_reverse,Cu+ ⇒ Cu+,
2773,CYANtex,CYANtex_reverse,Hydrogen cyanide ⇒ Hydrogen cyanide,
2774,CYNTtex,CYNTtex_reverse,Cyanate ⇒ Cyanate,
2775,CYSDtex,CYSDtex_reverse,D-Cysteine ⇒ D-Cysteine,
2776,CYStex,CYStex_reverse,L-Cysteine ⇒ L-Cysteine,
