id,reaction,reaction_name,reaction_string,ec_number,gene_name,gene_id,organism,kcat
C8STI,C8STI,C 8 sterol isomerase,Fecosterol C28H46O = Episterol C28H46O,,,YMR202W,Saccharomyces cerevisiae,
CAT,CAT,Catalase,2.0 Hydrogen peroxide = 2.0 H2O + O2,1.11.1.6,,YGR088W,Saccharomyces cerevisiae,99.4
CATp,CATp,Catalase A  peroxisomal,2.0 Hydrogen peroxide = 2.0 H2O + O2,1.11.1.6,,YDR256C,Saccharomyces cerevisiae,99.4
CBASPtn,CBASPtn,N carbomoyl L aspartate transport  diffusion,N-Carbamoyl-L-aspartate = N-Carbamoyl-L-aspartate,,,,Saccharomyces cerevisiae,
CBASPtn_reverse,CBASPtn,,N-Carbamoyl-L-aspartate = N-Carbamoyl-L-aspartate,,,,Saccharomyces cerevisiae,
CBPS,CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 ATP + L-Glutamine + H2O + Bicarbonate = 2.0 ADP + Carbamoyl phosphate + L-Glutamate + 2.0 H+ + Phosphate,6.3.5.5,,YJL130C,Saccharomyces cerevisiae,3.5
CBPS,CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 ATP + L-Glutamine + H2O + Bicarbonate = 2.0 ADP + Carbamoyl phosphate + L-Glutamate + 2.0 H+ + Phosphate,6.3.5.5,,YOR303W,Saccharomyces cerevisiae,3.5
CBPS,CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 ATP + L-Glutamine + H2O + Bicarbonate = 2.0 ADP + Carbamoyl phosphate + L-Glutamate + 2.0 H+ + Phosphate,6.3.5.5,,YJR109C,Saccharomyces cerevisiae,3.5
CBPtn,CBPtn,Carbamoyl phosphate nuclear transport via diffusion,Carbamoyl phosphate = Carbamoyl phosphate,,,,Saccharomyces cerevisiae,
CBPtn_reverse,CBPtn,,Carbamoyl phosphate = Carbamoyl phosphate,,,,Saccharomyces cerevisiae,
CCP2m,CCP2m,Cytochrome c peroxidase  mitochondrial,2.0 Ferrocytochrome c C42H53FeN8O6S2 + Hydrogen peroxide = 2.0 Ferricytochrome c C42H52FeN8O6S2 + 2.0 H2O,,,YEL039C,Saccharomyces cerevisiae,
CCP2m,CCP2m,Cytochrome c peroxidase  mitochondrial,2.0 Ferrocytochrome c C42H53FeN8O6S2 + Hydrogen peroxide = 2.0 Ferricytochrome c C42H52FeN8O6S2 + 2.0 H2O,,,YKR066C,Saccharomyces cerevisiae,
CCP2m,CCP2m,Cytochrome c peroxidase  mitochondrial,2.0 Ferrocytochrome c C42H53FeN8O6S2 + Hydrogen peroxide = 2.0 Ferricytochrome c C42H52FeN8O6S2 + 2.0 H2O,,,YJR048W,Saccharomyces cerevisiae,
CDPDGPm_SC,CDPDGPm_SC,CDP diacylglycerol  serine O phosphatidyltransferae  yeast specific  mitochondrial,0.01 CDPdiacylglycerol  yeast specific C4440H7744N300O1500P200 + Glycerol 3-phosphate = CMP + H+ + 0.01 Phosphatidylglycerophosphate  yeast specific C3840H7144O1300P200,,,YCL004W,Saccharomyces cerevisiae,
CDPDGPm_SC_reverse,CDPDGPm_SC,,CMP + H+ + 0.01 Phosphatidylglycerophosphate  yeast specific C3840H7144O1300P200 = 0.01 CDPdiacylglycerol  yeast specific C4440H7744N300O1500P200 + Glycerol 3-phosphate,,,YCL004W,Saccharomyces cerevisiae,
CDPtn,CDPtn,CDP nuclear transport,CDP = CDP,,,,Saccharomyces cerevisiae,
CDPtn_reverse,CDPtn,,CDP = CDP,,,,Saccharomyces cerevisiae,
CER1_24ter,CER1_24ter,Ceramide 1  C24  endoplasmic reticular transport,Ceramide 1  Sphinganinen C240  C42H85NO3 = Ceramide 1  Sphinganinen C240  C42H85NO3,,,,Saccharomyces cerevisiae,
CER1_24ter_reverse,CER1_24ter,,Ceramide 1  Sphinganinen C240  C42H85NO3 = Ceramide 1  Sphinganinen C240  C42H85NO3,,,,Saccharomyces cerevisiae,
CER1_26ter,CER1_26ter,Ceramide 1  C26  endoplasmic reticular transport,Ceramide 1  Sphinganinen C260  C44H89NO3 = Ceramide 1  Sphinganinen C260  C44H89NO3,,,,Saccharomyces cerevisiae,
CER1_26ter_reverse,CER1_26ter,,Ceramide 1  Sphinganinen C260  C44H89NO3 = Ceramide 1  Sphinganinen C260  C44H89NO3,,,,Saccharomyces cerevisiae,
CER2_24ter,CER2_24ter,Ceramide 2  C24  endoplasmic reticular transport,Ceramide 2  Phytosphingosinen C240  C42H85NO4 = Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,,Saccharomyces cerevisiae,
CER2_24ter_reverse,CER2_24ter,,Ceramide 2  Phytosphingosinen C240  C42H85NO4 = Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,,Saccharomyces cerevisiae,
CER2_26ter,CER2_26ter,Ceramide 2  C26  endoplasmic reticular transport,Ceramide 2  Phytosphingosinen C260  C44H89NO4 = Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,,Saccharomyces cerevisiae,
CER2_26ter_reverse,CER2_26ter,,Ceramide 2  Phytosphingosinen C260  C44H89NO4 = Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,,Saccharomyces cerevisiae,
CERASE124er,CERASE124er,Alkaline ceramidase  ceramide 1   endoplasmic reticulum,Ceramide 1  Sphinganinen C240  C42H85NO3 + Coenzyme A + H+ = Sphinganine C18H40NO2 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S,,,YPL087W,Saccharomyces cerevisiae,
CERASE126er,CERASE126er,Alkaline ceramidase  ceramide 1   endoplasmic reticulum,Ceramide 1  Sphinganinen C260  C44H89NO3 + Coenzyme A + H+ = Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Sphinganine C18H40NO2,,,YPL087W,Saccharomyces cerevisiae,
CERASE224er,CERASE224er,Alkaline ceramidase  ceramide 2   endoplasmic reticulum,Ceramide 2  Phytosphingosinen C240  C42H85NO4 + Coenzyme A + H+ = Phytosphingosine C18H40NO3 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S,,,YPL087W,Saccharomyces cerevisiae,
CERASE224er,CERASE224er,Alkaline ceramidase  ceramide 2   endoplasmic reticulum,Ceramide 2  Phytosphingosinen C240  C42H85NO4 + Coenzyme A + H+ = Phytosphingosine C18H40NO3 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S,,,YBR183W,Saccharomyces cerevisiae,
CERASE226er,CERASE226er,Alkaline ceramidase  ceramide 2   endoplasmic reticulum,Ceramide 2  Phytosphingosinen C260  C44H89NO4 + Coenzyme A + H+ = Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Phytosphingosine C18H40NO3,,,YPL087W,Saccharomyces cerevisiae,
CERASE226er,CERASE226er,Alkaline ceramidase  ceramide 2   endoplasmic reticulum,Ceramide 2  Phytosphingosinen C260  C44H89NO4 + Coenzyme A + H+ = Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Phytosphingosine C18H40NO3,,,YBR183W,Saccharomyces cerevisiae,
CERH124_copy1,CERH124_copy1,Ceramide 1 hydroxylase  24C ,Ceramide 1  Sphinganinen C240  C42H85NO3 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced + O2 = Ceramide 2  Phytosphingosinen C240  C42H85NO4 + H2O + Nicotinamide adenine dinucleotide phosphate,,,YDR297W,Saccharomyces cerevisiae,
CERH124_copy2,CERH124_copy2,Ceramide 1 hydroxylase  24C ,Ceramide 1  Sphinganinen C240  C42H85NO3 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced + O2 = Ceramide 2  Phytosphingosinen C240  C42H85NO4 + H2O + Nicotinamide adenine dinucleotide phosphate,,,YMR272C,Saccharomyces cerevisiae,
CERH126_copy1,CERH126_copy1,Ceramide 1 hydroxylase  26C ,Ceramide 1  Sphinganinen C260  C44H89NO3 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced + O2 = Ceramide 2  Phytosphingosinen C260  C44H89NO4 + H2O + Nicotinamide adenine dinucleotide phosphate,,,YDR297W,Saccharomyces cerevisiae,
CERH126_copy2,CERH126_copy2,Ceramide 1 hydroxylase  26C ,Ceramide 1  Sphinganinen C260  C44H89NO3 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced + O2 = Ceramide 2  Phytosphingosinen C260  C44H89NO4 + H2O + Nicotinamide adenine dinucleotide phosphate,,,YMR272C,Saccharomyces cerevisiae,
CERS124,CERS124,Ceramide 1 synthase  24C ,Sphinganine C18H40NO2 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 1  Sphinganinen C240  C42H85NO3 + Coenzyme A + H+,,,YKL008C,Saccharomyces cerevisiae,
CERS124,CERS124,Ceramide 1 synthase  24C ,Sphinganine C18H40NO2 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 1  Sphinganinen C240  C42H85NO3 + Coenzyme A + H+,,,YHL003C,Saccharomyces cerevisiae,
CERS124er,CERS124er,Ceramide 1 synthase  24C   endoplasmic reticular,Sphinganine C18H40NO2 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 1  Sphinganinen C240  C42H85NO3 + Coenzyme A + H+,,,YPL087W,Saccharomyces cerevisiae,
CERS124er,CERS124er,Ceramide 1 synthase  24C   endoplasmic reticular,Sphinganine C18H40NO2 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 1  Sphinganinen C240  C42H85NO3 + Coenzyme A + H+,,,YKL008C,Saccharomyces cerevisiae,
CERS124er,CERS124er,Ceramide 1 synthase  24C   endoplasmic reticular,Sphinganine C18H40NO2 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 1  Sphinganinen C240  C42H85NO3 + Coenzyme A + H+,,,YHL003C,Saccharomyces cerevisiae,
CERS126,CERS126,Ceramide 1 synthase  26C ,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Sphinganine C18H40NO2 = Ceramide 1  Sphinganinen C260  C44H89NO3 + Coenzyme A + H+,,,YKL008C,Saccharomyces cerevisiae,
CERS126,CERS126,Ceramide 1 synthase  26C ,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Sphinganine C18H40NO2 = Ceramide 1  Sphinganinen C260  C44H89NO3 + Coenzyme A + H+,,,YHL003C,Saccharomyces cerevisiae,
CERS126er,CERS126er,Ceramide 1 synthase  26C   endoplasmic reticular,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Sphinganine C18H40NO2 = Ceramide 1  Sphinganinen C260  C44H89NO3 + Coenzyme A + H+,,,YPL087W,Saccharomyces cerevisiae,
CERS126er,CERS126er,Ceramide 1 synthase  26C   endoplasmic reticular,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Sphinganine C18H40NO2 = Ceramide 1  Sphinganinen C260  C44H89NO3 + Coenzyme A + H+,,,YKL008C,Saccharomyces cerevisiae,
CERS126er,CERS126er,Ceramide 1 synthase  26C   endoplasmic reticular,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Sphinganine C18H40NO2 = Ceramide 1  Sphinganinen C260  C44H89NO3 + Coenzyme A + H+,,,YHL003C,Saccharomyces cerevisiae,
CERS224,CERS224,Ceramide 2 synthase  24C ,Phytosphingosine C18H40NO3 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 2  Phytosphingosinen C240  C42H85NO4 + Coenzyme A + H+,,,YKL008C,Saccharomyces cerevisiae,
CERS224,CERS224,Ceramide 2 synthase  24C ,Phytosphingosine C18H40NO3 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 2  Phytosphingosinen C240  C42H85NO4 + Coenzyme A + H+,,,YHL003C,Saccharomyces cerevisiae,
CERS224er,CERS224er,Ceramide 2 synthase  24C   endoplasmic reticular,Phytosphingosine C18H40NO3 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 2  Phytosphingosinen C240  C42H85NO4 + Coenzyme A + H+,,,YBR183W,Saccharomyces cerevisiae,
CERS224er,CERS224er,Ceramide 2 synthase  24C   endoplasmic reticular,Phytosphingosine C18H40NO3 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 2  Phytosphingosinen C240  C42H85NO4 + Coenzyme A + H+,,,YKL008C,Saccharomyces cerevisiae,
CERS224er,CERS224er,Ceramide 2 synthase  24C   endoplasmic reticular,Phytosphingosine C18H40NO3 + Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S = Ceramide 2  Phytosphingosinen C240  C42H85NO4 + Coenzyme A + H+,,,YHL003C,Saccharomyces cerevisiae,
CERS226,CERS226,Ceramide 2 synthase  26C ,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Phytosphingosine C18H40NO3 = Ceramide 2  Phytosphingosinen C260  C44H89NO4 + Coenzyme A + H+,,,YKL008C,Saccharomyces cerevisiae,
CERS226,CERS226,Ceramide 2 synthase  26C ,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Phytosphingosine C18H40NO3 = Ceramide 2  Phytosphingosinen C260  C44H89NO4 + Coenzyme A + H+,,,YHL003C,Saccharomyces cerevisiae,
CERS226er,CERS226er,Ceramide 2 synthase  26C   endoplasmic reticular,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Phytosphingosine C18H40NO3 = Ceramide 2  Phytosphingosinen C260  C44H89NO4 + Coenzyme A + H+,,,YBR183W,Saccharomyces cerevisiae,
CERS226er,CERS226er,Ceramide 2 synthase  26C   endoplasmic reticular,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Phytosphingosine C18H40NO3 = Ceramide 2  Phytosphingosinen C260  C44H89NO4 + Coenzyme A + H+,,,YKL008C,Saccharomyces cerevisiae,
CERS226er,CERS226er,Ceramide 2 synthase  26C   endoplasmic reticular,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S + Phytosphingosine C18H40NO3 = Ceramide 2  Phytosphingosinen C260  C44H89NO4 + Coenzyme A + H+,,,YHL003C,Saccharomyces cerevisiae,
CERS324,CERS324,Ceramide 3 synthase  24C ,Ceramide 2  Phytosphingosinen C240  C42H85NO4 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced + O2 = Ceramide 3  Phytosphingosinen C240OH  C42H85NO5 + H2O + Nicotinamide adenine dinucleotide phosphate,,,YMR272C,Saccharomyces cerevisiae,
CERS326,CERS326,Ceramide 3 synthase  26C ,Ceramide 2  Phytosphingosinen C260  C44H89NO4 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced + O2 = Ceramide 3  Phytosphingosinen C260OH  C44H89NO5 + H2O + Nicotinamide adenine dinucleotide phosphate,,,YMR272C,Saccharomyces cerevisiae,
CHLPCTD,CHLPCTD,Choline phosphate cytididyltransferase,Choline phosphate C5H13NO4P + CTP + H+ = CDPcholine C14H25N4O11P2 + Diphosphate,2.7.7.15,,YGR202C,Saccharomyces cerevisiae,8.92
CHLSTI,CHLSTI,Cholestenol delta isomerase  lumped reaction,S-Adenosyl-L-methionine + O2 + Zymosterol C27H44O = S-Adenosyl-L-homocysteine + Ergosta 5 7 22 24  28  tetraen 3beta ol C28H42O + 2.0 H2O + H+,,,,Saccharomyces cerevisiae,
CHLt2,CHLt2,Choline transport via proton symport,Choline + H+ = Choline + H+,,,YGL077C,Saccharomyces cerevisiae,
CHOLK,CHOLK,Choline kinase,ATP + Choline = ADP + Choline phosphate C5H13NO4P + H+,2.7.1.32,,YLR133W,Saccharomyces cerevisiae,3.5
CHORM,CHORM,Chorismate mutase,Chorismate = Prephenate,5.4.99.5,,YPR060C,Saccharomyces cerevisiae,361.0
CHORS,CHORS,Chorismate synthase,5-O-(1-Carboxyvinyl)-3-phosphoshikimate = Chorismate + Phosphate,4.2.3.5,,YGL148W,Saccharomyces cerevisiae,
CHRPL,CHRPL,Chorismate pyruvate lyase,Chorismate = 4-Hydroxybenzoate + Pyruvate,4.1.3.40,,,Saccharomyces cerevisiae,361.0
CHTNDA,CHTNDA,Chitin deacetylase,Chitin  monomer  C8H13NO5 + H2O = Acetate + Chitosan C6H11NO4 + H+,,,YLR308W,Saccharomyces cerevisiae,
CHTNDA,CHTNDA,Chitin deacetylase,Chitin  monomer  C8H13NO5 + H2O = Acetate + Chitosan C6H11NO4 + H+,,,YLR307W,Saccharomyces cerevisiae,
CHTNS,CHTNS,Chitin synthase,UDP-N-acetyl-D-galactosamine = Chitin  monomer  C8H13NO5 + H+ + UDP,,,YNL192W,Saccharomyces cerevisiae,
CHTNS,CHTNS,Chitin synthase,UDP-N-acetyl-D-galactosamine = Chitin  monomer  C8H13NO5 + H+ + UDP,,,YBR038W,Saccharomyces cerevisiae,
CHTNS,CHTNS,Chitin synthase,UDP-N-acetyl-D-galactosamine = Chitin  monomer  C8H13NO5 + H+ + UDP,,,YBR023C,Saccharomyces cerevisiae,
CITt2r,CITt2r,Citrate reversible transport via symport,Citrate + H+ = Citrate + H+,,,,Saccharomyces cerevisiae,
CITt2r_reverse,CITt2r,,Citrate + H+ = Citrate + H+,,,,Saccharomyces cerevisiae,
CITtam,CITtam,Citrate transport  mitochondrial,Citrate + L-Malate = Citrate + L-Malate,,,UNKNOWN,Saccharomyces cerevisiae,
CITtam,CITtam,Citrate transport  mitochondrial,Citrate + L-Malate = Citrate + L-Malate,,,YBR291C,Saccharomyces cerevisiae,
CITtam_reverse,CITtam,,Citrate + L-Malate = Citrate + L-Malate,,,UNKNOWN,Saccharomyces cerevisiae,
CITtam_reverse,CITtam,,Citrate + L-Malate = Citrate + L-Malate,,,YBR291C,Saccharomyces cerevisiae,
CITtap,CITtap,Citratemalate antiport into peroxisome,Citrate + L-Malate = Citrate + L-Malate,,,,Saccharomyces cerevisiae,
CITtap_reverse,CITtap,,Citrate + L-Malate = Citrate + L-Malate,,,,Saccharomyces cerevisiae,
CITtbm,CITtbm,Citrate transport  mitochondrial,Citrate + Phosphoenolpyruvate = Citrate + Phosphoenolpyruvate,,,YBR291C,Saccharomyces cerevisiae,
CITtbm_reverse,CITtbm,,Citrate + Phosphoenolpyruvate = Citrate + Phosphoenolpyruvate,,,YBR291C,Saccharomyces cerevisiae,
CITtcm,CITtcm,Citrate transport  mitochondrial,Citrate + Isocitrate = Citrate + Isocitrate,,,YBR291C,Saccharomyces cerevisiae,
CITtcm_reverse,CITtcm,,Citrate + Isocitrate = Citrate + Isocitrate,,,YBR291C,Saccharomyces cerevisiae,
CITtcp,CITtcp,Citrateisocitrate antiport into peroxisome,Citrate + Isocitrate = Citrate + Isocitrate,,,,Saccharomyces cerevisiae,
CITtcp_reverse,CITtcp,,Citrate + Isocitrate = Citrate + Isocitrate,,,,Saccharomyces cerevisiae,
CLPNSm_SC,CLPNSm_SC,Cardiolipin synthase  yeast specific  mitochondrial,0.01 CDPdiacylglycerol  yeast specific C4440H7744N300O1500P200 + 0.01 Phosphatidylglycerol  yeast specific C3840H7244O1000P100 = 0.01 Cardiolipin  yeast specific C7380H13688O1700P200 + CMP + H+,,,YDL142C,Saccharomyces cerevisiae,
CMPN,CMPN,CMP nucleosidase,CMP + H2O = Cytosine + Alpha-D-Ribose 5-phosphate,3.2.2.10,,,Saccharomyces cerevisiae,
CO2t,CO2t,CO2 transporter via diffusion,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2t_reverse,CO2t,,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tg,CO2tg,CO2 Golgi transport,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tg_reverse,CO2tg,,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tm,CO2tm,CO2 transport  diffusion   mitochondrial,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tm_reverse,CO2tm,,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tn,CO2tn,CO2 nuclear transport via diffusion,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tn_reverse,CO2tn,,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tp,CO2tp,CO2 peroxisomal transport,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tp_reverse,CO2tp,,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tv,CO2tv,CO2 vacuolar transport,CO2 = CO2,,,,Saccharomyces cerevisiae,
CO2tv_reverse,CO2tv,,CO2 = CO2,,,,Saccharomyces cerevisiae,
COAHLp,COAHLp,CoA hydrolase  peroxisomal ,"Coenzyme A + H2O = 2.0 H+ + Pantetheine 4'-phosphate + Adenosine 3',5'-bisphosphate",3.6.1.-,,YLR151C,Saccharomyces cerevisiae,1.15
COAtim,COAtim,CoA transporter  mitochondrial   irreversible,Coenzyme A = Coenzyme A,,,YHR002W,Saccharomyces cerevisiae,
COAtn,COAtn,Coenzyme A transport  nuclear,Coenzyme A = Coenzyme A,,,,Saccharomyces cerevisiae,
COAtn_reverse,COAtn,,Coenzyme A = Coenzyme A,,,,Saccharomyces cerevisiae,
COUCOAFm,COUCOAFm,P coumaroyl CoA formation,Trans 4 Hydroxycinnamate C9H7O3 + ATP + Coenzyme A = AMP + P coumaroyl CoA C30H38N7O18P3S1 + Diphosphate,6.2.1.12,,,Saccharomyces cerevisiae,2.77
CPPPGO,CPPPGO,Coproporphyrinogen oxidase (O2 required),Coproporphyrinogen III + 2.0 H+ + O2 = 2.0 CO2 + 2.0 H2O + Protoporphyrinogen IX,1.3.3.3,,YDR044W,Saccharomyces cerevisiae,1.2
CRNCARtm,CRNCARtm,Carnithine acetylcarnithine carrier  mitochondrial,O Acetylcarnitine C9H17NO4 + L-Carnitine = O Acetylcarnitine C9H17NO4 + L-Carnitine,,,YOR100C,Saccharomyces cerevisiae,
CRNCARtp,CRNCARtp,Carnitine acetylcarnitine carrier  peroxisomal,O Acetylcarnitine C9H17NO4 + L-Carnitine = O Acetylcarnitine C9H17NO4 + L-Carnitine,,,,Saccharomyces cerevisiae,
CRNt,CRNt,L carnitine reversible transport,L-Carnitine = L-Carnitine,,,YBR132C,Saccharomyces cerevisiae,
CRNt_reverse,CRNt,,L-Carnitine = L-Carnitine,,,YBR132C,Saccharomyces cerevisiae,
CRNtim,CRNtim,L carnitine transport out of mitochondria via diffusion,L-Carnitine = L-Carnitine,,,,Saccharomyces cerevisiae,
CRNtp,CRNtp,Carnitine transport into peroxsiome,L-Carnitine = L-Carnitine,,,,Saccharomyces cerevisiae,
CSNATm,CSNATm,Carnitine O aceyltransferase  mitochondrial,O Acetylcarnitine C9H17NO4 + Coenzyme A = Acetyl-CoA + L-Carnitine,2.3.1.7,,YML042W,Saccharomyces cerevisiae,1.15
CSNATm_reverse,CSNATm,,Acetyl-CoA + L-Carnitine = O Acetylcarnitine C9H17NO4 + Coenzyme A,2.3.1.7,,YML042W,Saccharomyces cerevisiae,0.28
CSNATp,CSNATp,Carnitine O acetyltransferase  reverse direction  peroxisomal,Acetyl-CoA + L-Carnitine = O Acetylcarnitine C9H17NO4 + Coenzyme A,2.3.1.7,,YML042W,Saccharomyces cerevisiae,0.28
CSNATp_reverse,CSNATp,,O Acetylcarnitine C9H17NO4 + Coenzyme A = Acetyl-CoA + L-Carnitine,2.3.1.7,,YML042W,Saccharomyces cerevisiae,1.15
CSNATr,CSNATr,Carnitine O acetyltransferase,Acetyl-CoA + L-Carnitine = O Acetylcarnitine C9H17NO4 + Coenzyme A,2.3.1.7,,YER024W,Saccharomyces cerevisiae,0.28
CSNATr,CSNATr,Carnitine O acetyltransferase,Acetyl-CoA + L-Carnitine = O Acetylcarnitine C9H17NO4 + Coenzyme A,2.3.1.7,,YAR035W,Saccharomyces cerevisiae,0.28
CSNATr_reverse,CSNATr,,O Acetylcarnitine C9H17NO4 + Coenzyme A = Acetyl-CoA + L-Carnitine,2.3.1.7,,YER024W,Saccharomyces cerevisiae,1.15
CSNATr_reverse,CSNATr,,O Acetylcarnitine C9H17NO4 + Coenzyme A = Acetyl-CoA + L-Carnitine,2.3.1.7,,YAR035W,Saccharomyces cerevisiae,1.15
CSND,CSND,Cytosine deaminase,Cytosine + H2O + H+ = Ammonium + Uracil,3.5.4.1,,YPR062W,Saccharomyces cerevisiae,130.5
CSNt2,CSNt2,Cytosine transport in via proton symport,Cytosine + H+ = Cytosine + H+,,,YER056C,Saccharomyces cerevisiae,
CSNt2,CSNt2,Cytosine transport in via proton symport,Cytosine + H+ = Cytosine + H+,,,YGL186C,Saccharomyces cerevisiae,
CSNt2,CSNt2,Cytosine transport in via proton symport,Cytosine + H+ = Cytosine + H+,,,YER060W,Saccharomyces cerevisiae,
CSNt2,CSNt2,Cytosine transport in via proton symport,Cytosine + H+ = Cytosine + H+,,,YER060W_A,Saccharomyces cerevisiae,
CSm,CSm,Citrate synthase,Acetyl-CoA + H2O + Oxaloacetate = Citrate + Coenzyme A + H+,2.3.3.3,,YPR001W,Saccharomyces cerevisiae,0.28
CSm,CSm,Citrate synthase,Acetyl-CoA + H2O + Oxaloacetate = Citrate + Coenzyme A + H+,2.3.3.3,,YNR001C,Saccharomyces cerevisiae,0.28
CSp,CSp,Citrate synthase,Acetyl-CoA + H2O + Oxaloacetate = Citrate + Coenzyme A + H+,2.3.3.3,,YCR005C,Saccharomyces cerevisiae,0.28
CTPS1,CTPS1,CTP synthase  NH3 ,ATP + Ammonium + UTP = ADP + CTP + 2.0 H+ + Phosphate,6.3.4.2,,YJR103W,Saccharomyces cerevisiae,3.5
CTPS1,CTPS1,CTP synthase  NH3 ,ATP + Ammonium + UTP = ADP + CTP + 2.0 H+ + Phosphate,6.3.4.2,,YBL039C,Saccharomyces cerevisiae,3.5
CTPS2,CTPS2,CTP synthase (glutamine),ATP + L-Glutamine + H2O + UTP = ADP + CTP + L-Glutamate + 2.0 H+ + Phosphate,6.3.4.2,,YJR103W,Saccharomyces cerevisiae,3.5
CTPS2,CTPS2,CTP synthase (glutamine),ATP + L-Glutamine + H2O + UTP = ADP + CTP + L-Glutamate + 2.0 H+ + Phosphate,6.3.4.2,,YBL039C,Saccharomyces cerevisiae,3.5
CTPtm,CTPtm,CTPCMP antiport,CMP + CTP + 2.0 H+ = CMP + CTP + 2.0 H+,,,YBR192W,Saccharomyces cerevisiae,
CYOOm,CYOOm,Cytochrome c oxidase  mitochondrial,4.0 Ferrocytochrome c C42H53FeN8O6S2 + 6.0 H+ + O2 = 4.0 Ferricytochrome c C42H52FeN8O6S2 + 2.0 H2O + 6.0 H+,,,YEL039C,Saccharomyces cerevisiae,
CYOOm,CYOOm,Cytochrome c oxidase  mitochondrial,4.0 Ferrocytochrome c C42H53FeN8O6S2 + 6.0 H+ + O2 = 4.0 Ferricytochrome c C42H52FeN8O6S2 + 2.0 H2O + 6.0 H+,,,YJR048W,Saccharomyces cerevisiae,
CYOOm,CYOOm,Cytochrome c oxidase  mitochondrial,4.0 Ferrocytochrome c C42H53FeN8O6S2 + 6.0 H+ + O2 = 4.0 Ferricytochrome c C42H52FeN8O6S2 + 2.0 H2O + 6.0 H+,,,YIL111W,Saccharomyces cerevisiae,
CYOOm,CYOOm,Cytochrome c oxidase  mitochondrial,4.0 Ferrocytochrome c C42H53FeN8O6S2 + 6.0 H+ + O2 = 4.0 Ferricytochrome c C42H52FeN8O6S2 + 2.0 H2O + 6.0 H+,,,YLR038C,Saccharomyces cerevisiae,
CYOOm,CYOOm,Cytochrome c oxidase  mitochondrial,4.0 Ferrocytochrome c C42H53FeN8O6S2 + 6.0 H+ + O2 = 4.0 Ferricytochrome c C42H52FeN8O6S2 + 2.0 H2O + 6.0 H+,,,YNL052W,Saccharomyces cerevisiae,
